Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,Confirm_interval_down,Confirm_interval_up,Actual_interval_down,Actual_interval_up,ADate,Official_confirmed,Official_dailynew,Official_remove
2020/03/22,5300.469186087779,16162.017768729858,885.4272977056025,2178.396290991268,183.16934721732298,28.059799680085945,5117.299838870456,5158.0,5444.0,15914.0,16411.0,,,,
2020/03/23,6297.063750651146,18421.943699176267,996.5945645633665,2259.9259304464085,216.68849622992946,33.519149012606476,6080.375254421217,6142.0,6453.0,18156.0,18689.0,,,,
2020/03/24,7399.953688755951,20705.474356613562,1102.889938104805,2283.5306574372953,256.2866485137369,39.59815228380745,7143.667040242214,7232.0,7569.0,20424.0,20988.0,,,,
2020/03/25,8599.781792218693,22953.835125200116,1199.8281034627425,2248.3607685865536,302.5370510434245,46.25040252968762,8297.24474117527,8418.0,8782.0,22657.0,23251.0,,,,
2020/03/26,9883.273975183707,25113.616596751926,1283.4921829650139,2159.7814715518107,355.9414636436984,53.40441260027387,9527.33251154001,9689.0,10078.0,24804.0,25425.0,,,,
2020/03/27,11234.228711408537,27141.660340622213,1350.9547362248304,2028.0437438702866,416.90996265742336,60.968499013724966,10817.318748751115,11027.0,11443.0,26819.0,27465.0,,,,
2020/03/28,12634.741375004865,29007.75844432559,1400.512663596328,1866.098103703378,485.747587910268,68.83762525284465,12148.993787094598,12415.0,12855.0,28674.0,29342.0,,,,
2020/03/29,14066.451947128548,30695.035831528025,1431.7105721236821,1687.2773872024336,562.6485602829969,76.90097237272886,13503.803386845551,13834.0,14300.0,30352.0,31038.0,,,,
2020/03/30,15511.638659036369,32198.49318105929,1445.1867119078215,1503.4573495312652,647.6976047343829,85.04904445138607,14863.941054301986,15268.0,15757.0,31847.0,32550.0,,,,
2020/03/31,16954.049181219318,33522.48130810656,1442.4105221829486,1323.9881270472688,740.8770535227459,93.17944878836295,16213.172127696573,16699.0,17210.0,33165.0,33882.0,,,,
2020/04/01,18379.435191201148,34677.856604902874,1425.3860099818303,1155.3752967963155,842.07798761171,101.20093408896412,17537.35720358944,18114.0,18646.0,34314.0,35043.0,,,,
2020/04/02,19775.81280050882,35679.356921664184,1396.3776093076704,1001.5003167613104,951.1136668751898,109.03567926347978,18824.69913363363,19501.0,20052.0,35311.0,36050.0,,,,
2020/04/03,21133.503640649422,36543.48484672744,1357.6908401406035,864.1279250632579,1067.733748375093,116.62008149990322,20065.76989227433,20849.0,21419.0,36169.0,36919.0,,,,
2020/04/04,22445.021482196462,37286.97605068231,1311.51784154704,743.4912039548653,1191.6381715137275,123.90442313863446,21253.383310682733,22152.0,22739.0,36909.0,37666.0,,,,
