Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_cure,Dailynew_remove,Date,Predict_actual,Predict_confirm,Predict_cure,Remain_confirm,Remove,ADate,Official_confirmed,Official_cure,Official_dailynew,Official_remove
12719.0,13166.0,12720.0,13166.0,0.0,1.5366822481155396e-08,0.2797405705860001,1.5366822481155396e-08,2020/05/11,12942.498093383956,12942.498093336202,13121.409115399905,0.0,12942.498093336202,,,,,
12720.0,13166.0,12720.0,13167.0,0.0,1.1223164619877934e-08,0.27588784470572136,1.1223164619877934e-08,2020/05/12,12942.498093383956,12942.498093347425,13121.68500324461,0.0,12942.498093347425,,,,,
12720.0,13166.0,12720.0,13165.0,0.0,8.1872713053599e-09,0.27254467149577977,8.1872713053599e-09,2020/05/13,12942.498093383956,12942.498093355613,13121.957547916103,0.0,12942.498093355613,,,,,
12720.0,13166.0,12719.0,13166.0,0.0,5.97901816945523e-09,0.26964366379797866,5.97901816945523e-09,2020/05/14,12942.498093383956,12942.498093361592,13122.227191579905,0.0,12942.498093361592,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,4.367393557913601e-09,0.2671263449938124,4.367393557913601e-09,2020/05/15,12942.498093383956,12942.498093365959,13122.494317924895,0.0,12942.498093365959,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,3.1886884244158864e-09,0.2649419689023489,3.1886884244158864e-09,2020/05/16,12942.498093383956,12942.498093369148,13122.759259893799,0.0,12942.498093369148,,,,,
12720.0,13167.0,12720.0,13166.0,0.0,2.3264874471351504e-09,0.2630465108486533,2.3264874471351504e-09,2020/05/17,12942.498093383956,12942.498093371474,13123.022306404648,0.0,12942.498093371474,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,1.697117113508284e-09,0.26140174749343714,1.697117113508284e-09,2020/05/18,12942.498093383956,12942.498093373171,13123.283708152141,0.0,12942.498093373171,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,1.2405507732182741e-09,0.25997452636875096,1.2405507732182741e-09,2020/05/19,12942.498093383956,12942.498093374412,13123.543682678508,0.0,12942.498093374412,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,9.1313268058002e-10,0.25873607752510003,9.1313268058002e-10,2020/05/20,12942.498093383956,12942.498093375325,13123.802418756035,0.0,12942.498093375325,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,6.584741640836e-10,0.2576614320096269,6.584741640836e-10,2020/05/21,12942.498093383956,12942.498093375983,13124.060080188045,0.0,12942.498093375983,,,,,
12721.0,13166.0,12720.0,13165.0,0.0,4.838511813431978e-10,0.2567289273320057,4.838511813431978e-10,2020/05/22,12942.498093383956,12942.498093376467,13124.316809115377,0.0,12942.498093376467,,,,,
12720.0,13166.0,12719.0,13166.0,0.0,3.54702933691442e-10,0.2559197583086643,3.54702933691442e-10,2020/05/23,12942.498093383956,12942.498093376822,13124.572728873683,0.0,12942.498093376822,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,2.5647750589996576e-10,0.2552176150929881,2.5647750589996576e-10,2020/05/24,12942.498093383956,12942.498093377078,13124.827946488776,0.0,12942.498093377078,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,1.8553691916167736e-10,0.2546083423367236,1.8553691916167736e-10,2020/05/25,12942.498093383956,12942.498093377264,13125.082554831115,0.0,12942.498093377264,,,,,
12720.0,13166.0,12719.0,13166.0,0.0,1.3642420526593924e-10,0.25407965600788884,1.3642420526593924e-10,2020/05/26,12942.498093383956,12942.4980933774,13125.336634487125,0.0,12942.4980933774,,,,,
12720.0,13166.0,12721.0,13166.0,0.0,1.0550138540565968e-10,0.2536208964156685,1.0550138540565968e-10,2020/05/27,12942.498093383956,12942.498093377506,13125.59025538354,0.0,12942.498093377506,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,7.09405867382884e-11,0.2532228160143859,7.09405867382884e-11,2020/05/28,12942.498093383956,12942.498093377577,13125.843478199551,0.0,12942.498093377577,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,5.093170329928398e-11,0.25287738872066257,5.093170329928398e-11,2020/05/29,12942.498093383956,12942.498093377628,13126.096355588274,0.0,12942.498093377628,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,3.092281986027956e-11,0.25257765009337163,3.092281986027956e-11,2020/05/30,12942.498093383956,12942.498093377659,13126.348933238369,0.0,12942.498093377659,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,2.7284841053187847e-11,0.2523175571750471,2.7284841053187847e-11,2020/05/31,12942.498093383956,12942.498093377686,13126.601250795542,0.0,12942.498093377686,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,2.3646862246096134e-11,0.2520918634199916,2.3646862246096134e-11,2020/06/01,12942.498093383956,12942.49809337771,13126.853342658962,0.0,12942.49809337771,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,1.8189894035458565e-11,0.2518960240977321,1.8189894035458565e-11,2020/06/02,12942.498093383956,12942.498093377728,13127.10523868306,0.0,12942.498093377728,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,9.094947017729282e-12,0.2517260883432755,9.094947017729282e-12,2020/06/03,12942.498093383956,12942.498093377737,13127.356964771403,0.0,12942.498093377737,,,,,
12720.0,13167.0,12720.0,13165.0,0.0,1.8189894035458565e-12,0.2515786301155458,1.8189894035458565e-12,2020/06/04,12942.498093383956,12942.498093377739,13127.60854340152,0.0,12942.498093377739,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,1.2732925824820995e-11,0.2514506745919789,1.2732925824820995e-11,2020/06/05,12942.498093383956,12942.498093377752,13127.859994076109,0.0,12942.498093377752,,,,,
12721.0,13166.0,12720.0,13166.0,0.0,1.4551915228366852e-11,0.2513396433205344,1.4551915228366852e-11,2020/06/06,12942.498093383956,12942.498093377766,13128.111333719431,0.0,12942.498093377766,,,,,
12720.0,13166.0,12720.0,13167.0,0.0,1.0913936421275139e-11,0.2512432984440238,1.0913936421275139e-11,2020/06/07,12942.498093383956,12942.498093377777,13128.362577017875,0.0,12942.498093377777,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,-5.4569682106375694e-12,0.25115969626313017,-5.4569682106375694e-12,2020/06/08,12942.498093383956,12942.498093377772,13128.613736714138,0.0,12942.498093377772,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,-9.094947017729282e-12,0.2510871520607907,-9.094947017729282e-12,2020/06/09,12942.498093383956,12942.498093377762,13128.8648238662,0.0,12942.498093377762,,,,,
