Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
36785.0,37541.0,29085.0,29757.0,3.7987774703651667e-08,474.8658470162118,85.36268011271272,2020/04/20,37162.614104540924,29420.899167143667,27906.652016872635,1514.2471502710305,,,,
36786.0,37541.0,29530.0,30208.0,8.549250196665525e-09,447.42163843166054,86.51789806647548,2020/04/21,37162.61410454947,29868.320805575328,28267.55575723782,1600.765048337506,,,,
36785.0,37541.0,29949.0,30631.0,1.9208528101444244e-09,421.5635304753232,87.58762707679898,2020/04/22,37162.614104551394,30289.88433605065,28601.531660636345,1688.352675414305,,,,
36785.0,37541.0,30344.0,31031.0,2.837623469531536e-10,397.1998985549508,88.57686315787919,2020/04/23,37162.61410455168,30687.0842346056,28910.154696033416,1776.9295385721841,,,,
36786.0,37541.0,30716.0,31407.0,2.000888343900442e-09,374.24417012744016,89.49032668182417,2020/04/24,37162.61410455368,31061.32840473304,29194.908539479035,1866.4198652540083,,,,
36785.0,37541.0,31067.0,31762.0,9.735231287777424e-09,352.6152964159701,90.33243664210977,2020/04/25,37162.614104563414,31413.94370114901,29457.191399252893,1956.752301896118,,,,
36786.0,37540.0,31397.0,32096.0,8.032657206058502e-09,332.23639520981305,91.10738470367892,2020/04/26,37162.61410457145,31746.180096358825,29698.320409759028,2047.859686599797,,,,
36786.0,37541.0,31708.0,32411.0,-1.3948010746389627e-08,313.0352617829849,91.81910732730285,2020/04/27,37162.6141045575,32059.21535814181,29919.536564214708,2139.6787939271,,,,
36785.0,37540.0,32001.0,32707.0,-4.270987119525671e-09,294.9438246638456,92.47131546346327,2020/04/28,37162.61410455323,32354.159182805655,30122.00907341509,2232.150109390563,,,,
36785.0,37540.0,32279.0,32987.0,-1.0986695997416973e-09,277.89795826865156,93.06750477584728,2020/04/29,37162.61410455213,32632.057141074307,30306.839526907897,2325.2176141664104,,,,
36786.0,37541.0,32540.0,33250.0,-1.2369127944111824e-10,261.8371761051385,93.61097237712647,2020/04/30,37162.614104552005,32893.894317179445,30475.06573063591,2418.828586543537,,,,
36786.0,37541.0,32785.0,33498.0,-2.9103830456733704e-11,246.7047064612998,94.10481271507615,2020/05/01,37162.614104551976,33140.599023640745,30627.66562438213,2512.933399258613,,,,
36785.0,37541.0,33016.0,33731.0,-1.4551915228366852e-11,232.44679480920604,94.55195560807852,2020/05/02,37162.61410455196,33373.04581844995,30765.56046358326,2607.4853548666915,,,,
36785.0,37541.0,33234.0,33951.0,1.4551915228366852e-11,219.0128282109872,94.95515947281137,2020/05/03,37162.614104551976,33592.05864666094,30889.618132321437,2702.440514339503,,,,
36786.0,37542.0,33438.0,34159.0,-1.3096723705530167e-10,206.35531028285914,95.31701269970017,2020/05/04,37162.614104551845,33798.4139569438,31000.656429904593,2797.757527039203,,,,
36784.0,37541.0,33632.0,34355.0,-6.039044819772243e-10,194.42922575595003,95.63996830521774,2020/05/05,37162.61410455124,33992.84318269975,31099.445687355328,2893.397495344421,,,,
36785.0,37541.0,33814.0,34539.0,-3.7834979593753815e-10,183.19248908442387,95.92631946567917,2020/05/06,37162.61410455086,34176.03567178417,31186.71185697407,2989.3238148101,,,,
36786.0,37541.0,33985.0,34712.0,1.5061232261359692e-09,172.60513913918112,96.17824345281952,2020/05/07,37162.61410455237,34348.64081092335,31263.138752660434,3085.5020582629195,,,,
