No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,2.2238946680200002,997.3946,6.670132222363045
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.9607093037799999,1947.089,6.44996656836032
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,1.35614638725,7923.798000000002,5.287598762763272
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,2.0615090189500003,958.3389,6.147362285491883
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,2.28457074012,3006.8720000000008,7.946329539638084
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.6520293718799999,2652.073,5.656134240141504
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,1.99981670314,3641.986,7.122262200524527
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.64601198206,2352.75,5.549957908793306
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.25247743125,17298.41,5.308038545756896
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.4971978074099999,13835.16,6.199919440104595
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,2.21675552167,1031.196,6.680773935215647
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.31557363633,5089.703,4.876539097212467
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,2.01542491791,2225.252,6.74678470438217
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,2.0480768080200003,7956.94,7.989139365271914
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.15493781239,3808.635,7.71658097155481
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,2.0202871673900002,93.37722,3.989798822071586
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.7681556856,6283.642,6.715951338425262
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.2976424968,28063.6,5.772119964937432
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,1.84262673257,886.4697,5.432346514009741
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,2.0853981357199998,1625.7179999999996,6.696864625788926
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.5599522879199998,2208.305,5.216879292282465
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,1.9649204895599997,235.375,4.663938303638355
22,Brussels,Belgium,50.86666666666667,4.366666666666666,50.8,4.35,64470.0,99999.0,2.00673756913,8671.658000000001,7.902838014108985
23,Bucharest,Romania,44.41666666666666,26.11666666666667,44.417,26.1,154220.0,99999.0,2.10509496303,8773.603000000001,8.300868298378877
24,Budapest,Hungary,47.5,19.08333333333333,47.433,19.183,128430.0,99999.0,2.0556074999500002,2683.057,7.048250005191321
25,Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667,-34.559,-58.416,875820.0,99999.0,1.5781968229199999,17808.01,6.708346192660132
26,Cairo,Egypt,30.03333333333333,31.35,30.122,31.406,623660.0,99999.0,1.8902961807700003,2920.046,6.55089399465409
27,Calcutta,India,22.566666666666666,88.4,22.533,88.333,428070.0,99999.0,1.31902832113,29937.7,5.904278017798159
28,Canton,China,23.11666666666667,113.25,23.392,113.299,592870.0,99999.0,2.00978201075,1052.832,6.075111546053439
29,Cape Town,South Africa,-33.916666666666664,18.366666666666667,-33.933,18.417,688190.0,99999.0,1.7653698702200002,2102.78,5.866324647344478
30,Caracas,Venezuela,10.466666666666667,-67.03333333333333,10.603,-66.991,804150.0,99999.0,1.35087599665,410.1387,3.531174128791662
31,Cayenne,French Guiana,4.816666666666666,-52.3,4.82,-52.36,814050.0,99999.0,1.3513447705200001,288.9242,3.3273952386467083
32,Chihuahua,Mexico,28.61666666666667,-106.08333333333331,28.633000000000006,-106.083,762250.0,99999.0,2.2761243095599997,4161.203,8.23802965148634
33,Chongqing,China,29.766666666666666,106.56666666666666,29.719,106.642,575160.0,99999.0,1.6983783906,703.6548,4.836941599532103
34,Copenhagen,Denmark,55.66666666666666,12.566666666666665,55.618,12.656,61800.0,99999.0,2.2680685166999996,681.3542,6.427728560001106
35,Dakar,Senegal,14.666666666666664,-17.466666666666665,14.74,-17.49,616410.0,99999.0,1.3495400728,17154.54,5.714498412483304
36,Darwin,Australia,-12.466666666666667,130.85,-12.415,130.877,941200.0,99999.0,1.29276773308,960.2501,3.856114648377612
37,Djibouti,Djibouti,11.5,43.05,11.55,43.133,631252.0,99999.0,1.32841326358,3439.261,4.698054913198768
38,Dublin,Ireland,53.33333333333334,-6.25,53.42100000000001,-6.27,39690.0,99999.0,1.9311161393,345.5192,4.904508384405564
39,Durban,South Africa,-29.88333333333333,30.88333333333333,-29.97,30.951,685880.0,99999.0,1.3206225057799998,2881.934,4.5691355711633195
40,Edinburgh,Scotland,55.91666666666666,-3.1666666666666665,55.933,-3.35,31660.0,99999.0,2.22785050593,45.53886,3.715644141832114
41,Frankfurt,Germany,50.11666666666667,8.683333333333334,50.026,8.543,106370.0,99999.0,1.92037521879,1712.43,6.2102368312595875
42,Georgetown,Guyana,6.75,-58.25,6.8,-58.15,810010.0,99999.0,1.35052321056,3654.612,4.811860305627548
43,Glasgow,Scotland,55.83333333333334,-4.25,55.872,-4.433,31400.0,99999.0,2.15875339218,2038.711,7.144542523969279
44,Guatemala City,Guatemala,14.616666666666667,-90.51666666666668,14.583,-90.527,786410.0,99999.0,1.59482327851,2982.488,5.541571192694394
45,Guayaquil,Ecuador,-2.1666666666666665,-79.93333333333334,-2.157,-79.884,842030.0,99999.0,1.29235671917,1303.387,4.026216473875025
46,Hamburg,Germany,53.55,10.033333333333333,53.63,9.988,101470.0,99999.0,2.18914122285,2038.828,7.245167668767592
47,Hammerfest,Norway,70.63333333333334,23.63333333333333,70.683,23.683000000000003,10520.0,99999.0,1.8987690626400002,12.15164,2.1246844394008586
48,Havana,Cuba,23.13333333333333,-82.38333333333334,22.989,-82.40899999999998,782240.0,99999.0,1.36788328525,1687.26,4.414760314812043
49,Helsinki,Finland,60.16666666666666,25.0,60.2,24.967,29980.0,99999.0,2.02158607402,3220.401,7.091814492808949
50,Hobart,Tasmania,-42.86666666666667,147.31666666666666,-42.9,147.233,959790.0,99999.0,1.63622223867,0.4202469,0.24930111975162045
51,Hong Kong,China,22.33333333333333,114.18333333333334,22.4,114.2,450390.0,99999.0,1.9682679845,12119.65,8.037473313663847
52,Iquique,Chile,-20.166666666666668,-70.11666666666666,-20.535,-70.181,854180.0,99999.0,1.7136841982,103.3251,3.4588810089611655
53,Irkutsk,Russia,52.5,104.33333333333331,52.268,104.389,307100.0,99999.0,2.29161844498,499.1978,6.185403082381942
54,Jakarta,Indonesia,-6.2666666666666675,106.8,-6.183,106.833,967450.0,99999.0,1.19984407476,18962.52,5.132835709296247
55,Johannesburg,South Africa,-26.2,28.066666666666666,-26.15,28.0,683610.0,99999.0,1.8224207515200002,2322.333,6.13447137858188
56,Kingston,Jamaica,17.983333333333334,-76.81666666666666,17.936,-76.788,783970.0,99999.0,1.37893430685,1341.31,4.313103568033123
57,Kinshasa,Congo,-4.3,15.283333333333333,-4.317,15.317,642110.0,99999.0,1.44567631755,25125.69,6.361171370758142
58,Kuala Lumpur,Malaysia,3.1333333333333333,101.7,3.131,101.549,486470.0,99999.0,1.24441857662,5398.286,4.64458866653697
59,La Paz,Bolivia,-16.45,-68.36666666666666,-16.512999999999998,-68.192,852010.0,99999.0,2.34768372358,2954.519,8.147950378579946
60,Leeds,England,53.75,-1.5,53.86600000000001,-1.661,33463.0,99999.0,1.96027588265,1334.547,6.127154300355952
61,Lima,Peru,-12.0,-77.03333333333333,-12.022,-77.11399999999998,846280.0,99999.0,1.4070012333700002,9720.381,5.610738164137948
62,Lisbon,Portugal,38.73333333333333,-9.15,38.717,-9.15,85350.0,99999.0,1.63038325244,10569.0,6.560784465868732
63,Liverpool,England,53.41666666666666,-3.0,53.334,-2.85,33233.0,99999.0,2.02913310051,2435.034,6.872031277299945
64,London,England,51.53333333333333,-0.08333333333333333,51.5,-0.117,37700.0,99999.0,2.04137562075,11821.71,8.313945269298273
65,Lyons,France,45.75,4.833333333333333,45.727,4.944,74800.0,99999.0,2.04978787691,1924.677,6.732699322747247
66,Madrid,Spain,40.43333333333333,-3.7,40.45,-3.717,82200.0,99999.0,1.9847361750799999,6176.469,7.523758880457477
67,Manchester,England,53.5,-2.25,53.354,-2.275,33340.0,99999.0,2.1224054173099995,694.0719,6.031939298156661
68,Manila,Philippines,14.583333333333336,120.95,14.583,120.983,984250.0,99999.0,1.3829568003400001,23782.0,6.052187704177611
69,Marseilles,France,43.33333333333334,5.333333333333333,43.43600000000001,5.214,76500.0,99999.0,1.9189818144,1277.097,5.961439467130679
70,Mazatlan,Mexico,23.2,-106.41666666666669,23.2,-106.417,764580.0,99999.0,1.6535840341999999,5566.43,6.193754917527003
71,Mecca,Saudi Arabia,21.48333333333333,39.75,21.333,39.967,410320.0,99999.0,1.9402323931599998,259.1088,4.685962053770882
72,Melbourne,Australia,-37.78333333333333,144.96666666666667,-37.833,144.983,959360.0,99999.0,1.7223448959,4896.222,6.355366190077
73,Mexico City,Mexico,19.433333333333334,-99.11666666666666,19.436,-99.072,766793.0,99999.0,2.1649800045900003,9862.589,8.647005842502987
74,Milan,Italy,45.45,9.166666666666666,45.445,9.277,160800.0,99999.0,2.13067639089,1451.524,6.737461496514992
75,Montevideo,Uruguay,-34.88333333333333,-56.16666666666666,-34.85,-56.2,865850.0,99999.0,1.5409297060799998,6981.874,5.923386498656078
76,Moscow,Russia,55.75,37.6,55.833,37.617,276120.0,99999.0,2.49823984409,12686.32,10.251202163716346
77,Munich,Germany,48.13333333333333,11.583333333333336,48.354,11.786,108660.0,99999.0,1.91939518503,350.6331,4.886952405699314
78,Nagasaki,Japan,32.8,129.95,32.733000000000004,129.86700000000002,478170.0,99999.0,1.9233700849200002,999.5261,5.770549595274157
79,Nagoya,Japan,35.11666666666667,136.93333333333334,35.167,136.967,476360.0,99999.0,1.62569998731,7260.699,6.2768898231193075
80,Nairobi,Kenya,-1.4166666666666667,36.91666666666666,-1.319,36.928,637400.0,99999.0,1.4428704212,2135.633,4.804368829074144
81,Nanjing (Nanking),China,32.05,118.88333333333334,31.742,118.862,582380.0,99999.0,2.01545510896,1032.178,6.074934705246824
82,Naples,Italy,40.833333333333336,14.25,40.9,14.3,162890.0,34113.0,1.61230753488,3656.205,5.744892472109125
83,New Delhi,India,28.58333333333333,77.2,28.585,77.206,421820.0,99999.0,1.6093306727399999,4132.13,5.81978882118476
84,Newcastle-on-Tyne,England,54.96666666666667,-1.6166666666666667,55.038,-1.692,32433.0,99999.0,2.19953653497,1251.653,6.813791986013
85,Odessa,Ukraine,46.45,30.8,46.427,30.676,338370.0,99999.0,1.90364508023,7682.388000000001,7.396713405039899
86,Osaka,Japan,34.53333333333333,135.5,34.596,135.60299999999998,477790.0,99999.0,1.54107064481,6408.274,5.8665613511222965
87,Oslo,Norway,59.95,10.7,59.95,10.717,14920.0,99999.0,2.52903090943,1602.34,8.105608877332982
88,Panama City,Panama,8.966666666666667,-79.53333333333333,8.967,-79.55,783842.0,99999.0,1.22756592905,222.3668,2.8835752276331235
89,Paramaribo,Suriname,5.75,-55.25,5.811,-55.191,812000.0,99999.0,1.4283354149599998,2360.229,4.817972619884173
90,Paris,France,48.8,2.333333333333333,48.817,2.333,71560.0,99999.0,1.91353506819,18263.82,8.154750508517566
91,Perth,Australia,-31.95,115.86666666666666,-31.917,115.867,946080.0,99999.0,1.5925408412900002,2350.76,5.369081043551012
92,Plymouth,England,50.41666666666666,-4.083333333333333,50.35,-4.117,38270.0,99999.0,1.92605886068,1853.144,6.294636669315997
93,Port Moresby,Papua New Guinea,-9.416666666666666,147.13333333333333,-9.443,147.22,920350.0,99999.0,1.25852701125,1453.856,3.980494413643669
94,Prague,Czech Republic,50.08333333333334,14.433333333333335,50.067,14.433,115190.0,99999.0,2.0533146862900002,2760.349,7.065704901573951
95,Rangoon,Myanmar,16.833333333333332,96.0,16.907,96.133,480970.0,99999.0,1.4070352499899998,9697.321,5.609422583221613
96,Reykjavik,Iceland,64.06666666666666,-21.966666666666665,64.13,-21.941,40300.0,99999.0,1.77388883248,461.7459,4.728021436554497
97,Rio de Janeiro,Brazil,-22.95,-43.2,-22.91,-43.163,837550.0,99999.0,1.44465050832,4247.514,5.241534503946086
98,Rome,Italy,41.9,12.45,41.952,12.499,162350.0,99999.0,1.8242183377599999,4777.7440000000015,6.711871641844155
99,Salvador,Brazil,-12.933333333333335,-38.45,-13.0,-38.5,866780.0,99999.0,1.22193669112,16079.78,5.13984099234711
100,Santiago,Chile,-33.46666666666667,-70.75,-33.433,-70.683,855770.0,99999.0,1.7814094165599998,6176.538000000001,6.752994295543728
101,St. Petersburg,Russia,59.93333333333333,30.3,59.8,30.263,260630.0,99999.0,1.8920980695700003,1254.947,5.863557638779271
102,Sao Paulo,Brazil,-23.516666666666666,-46.51666666666666,-23.432,-46.47,830750.0,99999.0,1.5246623368399999,4766.436,5.6081424079142606
103,Shanghai,China,31.16666666666667,121.46666666666668,31.198,121.336,583670.0,99999.0,1.99078886488,4385.258,7.250640525098521
104,Singapore,Singapore,1.2333333333333334,103.91666666666669,1.36,103.91,486940.0,99999.0,1.2550521141600002,11169.73,5.080553313778435
105,Sofia,Bulgaria,42.66666666666666,23.33333333333333,42.695,23.406,156140.0,99999.0,2.0655494560900003,1064.292,6.253386255604556
106,Stockholm,Sweden,59.28333333333333,18.05,59.35,18.067,24840.0,99999.0,2.3086236960499997,7686.343000000002,8.970795149535551
107,Sydney,Australia,-34.0,151.0,-33.924,150.988,947650.0,99999.0,1.6629878297,608.4972,4.631374067823702
108,Tananarive,Madagascar,-18.83333333333333,47.55,-18.867,47.5,670850.0,99999.0,1.5874716894799998,8588.923,6.245096594170984
109,Teheran,Iran,35.75,51.75,35.689,51.313,407540.0,99999.0,2.0264933608400004,5396.4540000000015,7.563256128031023
110,Tokyo,Japan,35.666666666666664,139.75,35.683,139.767,476620.0,99999.0,1.55706826369,11452.72,6.3200568757889375
111,Tripoli,Libya,32.95,13.2,32.15,13.0,620110.0,99999.0,1.98233673722,4.833547,1.5183365319493272
112,Venice,Italy,45.43333333333333,12.333333333333336,45.433,12.383,161010.0,99999.0,1.59252856211,481.5823,4.2736640853642385
113,Veracruz,Mexico,19.166666666666668,-96.16666666666669,19.146,-96.187,766913.0,99999.0,1.51909949958,2294.898,5.105621397166656
114,Vienna,Austria,48.23333333333333,16.333333333333332,48.25,16.367,110350.0,99999.0,1.86780614229,3983.11,6.724720954986573
115,Vladivostok,Russia,43.16666666666666,132.0,43.117,131.933,319600.0,99999.0,2.07267449103,1017.559,6.234576246543897
116,Warsaw,Poland,52.23333333333333,21.0,52.166,20.967,123750.0,99999.0,2.0222611679900004,1867.319,6.615728381783381
117,Wellington,New Zealand,-41.28333333333333,174.78333333333333,-41.3,174.8,934360.0,488.0,2.0150223352400003,2740.428,6.92760012909295
118,Zurich,Switzerland,47.35,8.516666666666667,47.383,8.567,66600.0,99999.0,2.05418657472,4702.568,7.543851117278471
119,Manama,Bahrain,26.2,50.6,26.271,50.63399999999999,411500.0,99999.0,1.59693643156,10169.62,6.399479102136755
120,Zagreb,Croatia,45.81666666666667,15.983333333333333,45.8,15.967,142360.0,99999.0,2.16482786569,1251.566,6.706205102178994
121,Vilnius,Lithuania,54.06666666666667,25.316666666666666,53.902,25.317,268320.0,99999.0,2.23719094432,80.20245,4.272070771355412
122,New York,U.S.A,40.7,-74.0,40.779,-73.969,725053.0,94728.0,1.89214462632,24316.74,8.298801034706425
123,Ottawa,Canada,45.41666666666666,-75.71666666666667,45.383,-75.717,710630.0,99999.0,1.74379983793,3361.653,6.149827593789634
124,Los Angeles,U.S.A,34.05,-118.25,34.024,-118.291,722874.0,93134.0,1.72585591001,7049.065,6.6414268409214126
125,Austin,U.S.A,30.28333333333333,-97.73333333333332,30.321,-97.76,722544.0,13958.0,1.9648574366599998,1179.7,6.036316267289007
126,Vancouver,Canada,49.21666666666667,-123.1,49.283,-123.117,712010.0,99999.0,2.11124515758,9235.753,8.372183483406783
127,Abu Dhabi,United Arab Emirates,24.466666666666665,54.36666666666667,24.428,54.458,412160.0,99999.0,1.7276817950499999,37.42906,2.737787821234015
