No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,1.92742747479,997.3946,5.780937510548046
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,2.49817061664,1947.089,8.218004029625417
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,3.39544017399,7923.798000000002,13.238781175705437
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,2.31116045482,958.3389,6.891815890728986
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,2.3436886329099997,3006.8720000000008,8.151956903041004
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.14435748113,2652.073,3.9179930103879754
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,1.5889310466,3641.986,5.658910396472875
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.71418823167,2352.75,5.7798318828826964
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.08580211551,17298.41,4.60166334210061
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,2.2654557733900003,13835.16,9.381287643237595
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,3.0917946799,1031.196,9.317933849084708
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.0724545401899999,5089.703,3.9753506385314092
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,1.66791382754,2225.252,5.583465501430753
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,2.4169802173500003,7956.94,9.428158028009753
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.61790604282,3808.635,9.374416207834003
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,2.1980145198299996,93.37722,4.340786737483181
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.60221742878,6283.642,6.085671286129942
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.3739652173899999,28063.6,6.1116155504952925
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,2.27871863881,886.4697,6.718012408667943
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,2.5291077531,1625.7179999999996,8.121754765401784
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.29985581566,2208.305,4.347050188766641
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,2.18407529977,235.375,5.184124499057335
22,Brussels,Belgium,50.86666666666667,4.366666666666666,50.8,4.35,64470.0,99999.0,2.5245407503,8671.658000000001,9.942025761887551
23,Bucharest,Romania,44.41666666666666,26.11666666666667,44.417,26.1,154220.0,99999.0,2.57657190676,8773.603000000001,10.160009137323131
24,Budapest,Hungary,47.5,19.08333333333333,47.433,19.183,128430.0,99999.0,2.5624853417099995,2683.057,8.786228559415889
25,Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667,-34.559,-58.416,875820.0,99999.0,1.1915741787799998,17808.01,5.064952602490528
26,Cairo,Egypt,30.03333333333333,31.35,30.122,31.406,623660.0,99999.0,1.9442296142900002,2920.046,6.737802379356705
27,Calcutta,India,22.566666666666666,88.4,22.533,88.333,428070.0,99999.0,1.6075623379,29937.7,7.19582348752899
28,Canton,China,23.11666666666667,113.25,23.392,113.299,592870.0,99999.0,1.6306985787000001,1052.832,4.929228996281235
29,Cape Town,South Africa,-33.916666666666664,18.366666666666667,-33.933,18.417,688190.0,99999.0,1.8680214039400003,2102.78,6.207435726958805
30,Caracas,Venezuela,10.466666666666667,-67.03333333333333,10.603,-66.991,804150.0,99999.0,1.21639333358,410.1387,3.179638013129354
31,Cayenne,French Guiana,4.816666666666666,-52.3,4.82,-52.36,814050.0,99999.0,0.969103998766,288.9242,2.3862097235235122
