No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,1.9656057687200001,997.3946,5.895445752417284
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.9429243157499998,1947.089,6.391460915334123
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,2.46413477305,7923.798000000002,9.6076324058807
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,2.0366253256499998,958.3389,6.073159807447871
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,2.0701943448400004,3006.8720000000008,7.200672838141018
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.81517928586,2652.073,6.214718627589943
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,1.88796053446,3641.986,6.723891209406103
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.8029140481,2352.75,6.078994071236604
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.59074923477,17298.41,6.741645034166717
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.73489947007,13835.16,7.184245727504337
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,2.02201037616,1031.196,6.093858382546656
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.5955160224399998,5089.703,5.914223308216165
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,2.03764463916,2225.252,6.8211668726946435
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,1.95665210979,7956.94,7.632509842039567
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.03803969752,3808.635,7.29798245626122
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,2.0284995578,93.37722,4.006017202365779
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.84960977527,6283.642,7.0253368224041886
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.6367553000400001,28063.6,7.280547584080973
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,1.96580408835,886.4697,5.795492270797464
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,2.0617962049400003,1625.7179999999996,6.621071455826047
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.7683293323900002,2208.305,5.913745405881395
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,2.07416996757,235.375,4.923253033089538
22,Brussels,Belgium,50.86666666666667,4.366666666666666,50.8,4.35,64470.0,99999.0,2.14774267318,8671.658000000001,8.458137577744925
23,Bucharest,Romania,44.41666666666666,26.11666666666667,44.417,26.1,154220.0,99999.0,2.00650854087,8773.603000000001,7.912119609730346
24,Budapest,Hungary,47.5,19.08333333333333,47.433,19.183,128430.0,99999.0,1.9775305597200001,2683.057,6.780540437876156
25,Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667,-34.559,-58.416,875820.0,99999.0,2.06289810995,17808.01,8.76863676364805
26,Cairo,Egypt,30.03333333333333,31.35,30.122,31.406,623660.0,99999.0,2.02552605595,2920.046,7.019538319404101
27,Calcutta,India,22.566666666666666,88.4,22.533,88.333,428070.0,99999.0,1.61466259979,29937.7,7.2276059136726705
28,Canton,China,23.11666666666667,113.25,23.392,113.299,592870.0,99999.0,1.55554625153,1052.832,4.7020606924248
29,Cape Town,South Africa,-33.916666666666664,18.366666666666667,-33.933,18.417,688190.0,99999.0,1.96377784712,2102.78,6.52563441848789
30,Caracas,Venezuela,10.466666666666667,-67.03333333333333,10.603,-66.991,804150.0,99999.0,1.6480846608000002,410.1387,4.3080741168748204
31,Cayenne,French Guiana,4.816666666666666,-52.3,4.82,-52.36,814050.0,99999.0,1.57295806889,288.9242,3.8730702210077075
32,Chihuahua,Mexico,28.61666666666667,-106.08333333333331,28.633000000000006,-106.083,762250.0,99999.0,2.02776482048,4161.203,7.339136376336288
33,Chongqing,China,29.766666666666666,106.56666666666666,29.719,106.642,575160.0,99999.0,1.68177277816,703.6548,4.789649206952633
34,Copenhagen,Denmark,55.66666666666666,12.566666666666665,55.618,12.656,61800.0,99999.0,2.02766994659,681.3542,5.746436639804737
35,Dakar,Senegal,14.666666666666664,-17.466666666666665,14.74,-17.49,616410.0,99999.0,1.69753740488,17154.54,7.188059844115055
36,Darwin,Australia,-12.466666666666667,130.85,-12.415,130.877,941200.0,99999.0,1.6896983747,960.2501,5.04009381367914
37,Djibouti,Djibouti,11.5,43.05,11.55,43.133,631252.0,99999.0,1.74904840478,3439.261,6.185669532803707
38,Dublin,Ireland,53.33333333333334,-6.25,53.42100000000001,-6.27,39690.0,99999.0,1.98996167155,345.5192,5.053959989325374
39,Durban,South Africa,-29.88333333333333,30.88333333333333,-29.97,30.951,685880.0,99999.0,1.821914864,2881.934,6.303524267002275
40,Edinburgh,Scotland,55.91666666666666,-3.1666666666666665,55.933,-3.35,31660.0,99999.0,1.96536618585,45.53886,3.277868661102133
41,Frankfurt,Germany,50.11666666666667,8.683333333333334,50.026,8.543,106370.0,99999.0,2.12192089017,1712.43,6.862008599265249
42,Georgetown,Guyana,6.75,-58.25,6.8,-58.15,810010.0,99999.0,1.56687169116,3654.612,5.582701308463998
43,Glasgow,Scotland,55.83333333333334,-4.25,55.872,-4.433,31400.0,99999.0,1.99801135027,2038.711,6.612555703253312
44,Guatemala City,Guatemala,14.616666666666667,-90.51666666666668,14.583,-90.527,786410.0,99999.0,1.66877468179,2982.488,5.798531930349694
45,Guayaquil,Ecuador,-2.1666666666666665,-79.93333333333334,-2.157,-79.884,842030.0,99999.0,1.7147036020299997,1303.387,5.341998681865397
46,Hamburg,Germany,53.55,10.033333333333333,53.63,9.988,101470.0,99999.0,2.01618146811,2038.828,6.67274118026138
47,Hammerfest,Norway,70.63333333333334,23.63333333333333,70.683,23.683000000000003,10520.0,99999.0,2.0003454159,12.15164,2.238346338274721
48,Havana,Cuba,23.13333333333333,-82.38333333333334,22.989,-82.40899999999998,782240.0,99999.0,1.57051995284,1687.26,5.068757865662
49,Helsinki,Finland,60.16666666666666,25.0,60.2,24.967,29980.0,99999.0,2.13894683555,3220.401,7.503521300746386
50,Hobart,Tasmania,-42.86666666666667,147.31666666666666,-42.9,147.233,959790.0,99999.0,2.01920562961,0.4202469,0.30765394368415905
51,Hong Kong,China,22.33333333333333,114.18333333333334,22.4,114.2,450390.0,99999.0,1.5702777722999999,12119.65,6.4122699699893255
52,Iquique,Chile,-20.166666666666668,-70.11666666666666,-20.535,-70.181,854180.0,99999.0,1.8450888861400003,103.3251,3.724106760637899
53,Irkutsk,Russia,52.5,104.33333333333331,52.268,104.389,307100.0,99999.0,2.0526275259099998,499.1978,5.540332708334671
54,Jakarta,Indonesia,-6.2666666666666675,106.8,-6.183,106.833,967450.0,99999.0,1.6479076889,18962.52,7.049615536836881
55,Johannesburg,South Africa,-26.2,28.066666666666666,-26.15,28.0,683610.0,99999.0,2.13985269084,2322.333,7.202982667636366
56,Kingston,Jamaica,17.983333333333334,-76.81666666666666,17.936,-76.788,783970.0,99999.0,1.6461853721899997,1341.31,5.149025567908345
57,Kinshasa,Congo,-4.3,15.283333333333333,-4.317,15.317,642110.0,99999.0,1.67276427493,25125.69,7.360389104073221
58,Kuala Lumpur,Malaysia,3.1333333333333333,101.7,3.131,101.549,486470.0,99999.0,1.56252084696,5398.286,5.831853327623755
59,La Paz,Bolivia,-16.45,-68.36666666666666,-16.512999999999998,-68.192,852010.0,99999.0,2.41173271027,2954.519,8.370240953799613
60,Leeds,England,53.75,-1.5,53.86600000000001,-1.661,33463.0,99999.0,2.05935168763,1334.547,6.4368314993243905
61,Lima,Peru,-12.0,-77.03333333333333,-12.022,-77.11399999999998,846280.0,99999.0,1.76717736227,9720.381,7.047022585431893
62,Lisbon,Portugal,38.73333333333333,-9.15,38.717,-9.15,85350.0,99999.0,1.8383286892299997,10569.0,7.3975724967800875
63,Liverpool,England,53.41666666666666,-3.0,53.334,-2.85,33233.0,99999.0,2.06684474425,2435.034,6.99974867308563
64,London,England,51.53333333333333,-0.08333333333333333,51.5,-0.117,37700.0,99999.0,2.0712961936700003,11821.71,8.435803296382744
65,Lyons,France,45.75,4.833333333333333,45.727,4.944,74800.0,99999.0,2.02847277431,1924.677,6.662688089655341
66,Madrid,Spain,40.43333333333333,-3.7,40.45,-3.717,82200.0,99999.0,2.00528247679,6176.469,7.6016460182504595
67,Manchester,England,53.5,-2.25,53.354,-2.275,33340.0,99999.0,2.09031890869,694.0719,5.940748486680633
68,Manila,Philippines,14.583333333333336,120.95,14.583,120.983,984250.0,99999.0,1.71921896123,23782.0,7.523760579786101
69,Marseilles,France,43.33333333333334,5.333333333333333,43.43600000000001,5.214,76500.0,99999.0,1.9303407312,1277.097,5.996726667044321
70,Mazatlan,Mexico,23.2,-106.41666666666669,23.2,-106.417,764580.0,99999.0,1.7005007613799998,5566.43,6.369488780261101
71,Mecca,Saudi Arabia,21.48333333333333,39.75,21.333,39.967,410320.0,99999.0,1.8429783512,259.1088,4.451078463636523
72,Melbourne,Australia,-37.78333333333333,144.96666666666667,-37.833,144.983,959360.0,99999.0,2.00113402775,4896.222,7.384084089109971
73,Mexico City,Mexico,19.433333333333334,-99.11666666666666,19.436,-99.072,766793.0,99999.0,2.1674752254,9862.589,8.656971841670027
74,Milan,Italy,45.45,9.166666666666666,45.445,9.277,160800.0,99999.0,1.9175694363799998,1451.524,6.063591026654032
75,Montevideo,Uruguay,-34.88333333333333,-56.16666666666666,-34.85,-56.2,865850.0,99999.0,2.0067503223900003,6981.874,7.714016881443351
76,Moscow,Russia,55.75,37.6,55.833,37.617,276120.0,99999.0,1.85840047043,12686.32,7.625704540975682
77,Munich,Germany,48.13333333333333,11.583333333333336,48.354,11.786,108660.0,99999.0,2.04451478127,350.6331,5.205518127138091
78,Nagasaki,Japan,32.8,129.95,32.733000000000004,129.86700000000002,478170.0,99999.0,1.7195915012799998,999.5261,5.15916729679245
79,Nagoya,Japan,35.11666666666667,136.93333333333334,35.167,136.967,476360.0,99999.0,1.74995937778,7260.699,6.756660081811831
80,Nairobi,Kenya,-1.4166666666666667,36.91666666666666,-1.319,36.928,637400.0,99999.0,1.8973735160599998,2135.633,6.317741388092343
81,Nanjing (Nanking),China,32.05,118.88333333333334,31.742,118.862,582380.0,99999.0,1.68994810171,1032.178,5.0937995728625385
82,Naples,Italy,40.833333333333336,14.25,40.9,14.3,162890.0,34113.0,1.9267044466599998,3656.205,6.86513560976444
