No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,2.01526921183,997.3946,6.044401427757985
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.86934972317,1947.089,6.1494292885616835
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,2.14134902776,7923.798000000002,8.349094593532874
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,2.2009694915,958.3389,6.5632295174031
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,2.0354196295900002,3006.8720000000008,7.079717359647467
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.8459729142200003,2652.073,6.320148288048693
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,1.9413835407700002,3641.986,6.914154976021648
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.7730827557900002,2352.75,5.978410103142881
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.63147771613,17298.41,6.914253612632885
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.76686012195,13835.16,7.316595284742878
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,2.5578047021,1031.196,7.708615053900177
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.6340587626499998,5089.703,6.0570926804484175
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,2.10192551585,2225.252,7.03635188493817
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,2.1515440411,7956.94,8.392744416400015
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.23523222106,3808.635,8.004105884108078
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,2.0716884691,93.37722,4.091309565853841
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.8422206018,6283.642,6.997270668580826
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.66760976009,28063.6,7.417793123820273
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,1.7773075048299998,886.4697,5.2397754018907445
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,2.2208029237,1625.7179999999996,7.13169168315207
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.8045788666799998,2208.305,6.0349731166625595
