No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,1.94910213837,997.3946,5.845946377214629
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.88033583246,1947.089,6.185569290294854
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,1.71418540403,7923.798000000002,6.683588664698475
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,1.9264974083500002,958.3389,5.7447614355917995
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,1.91845945551,3006.8720000000008,6.672899540469629
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.82593358754,2652.073,6.251538659362041
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,1.81221555417,3641.986,6.454128681094439
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.8958705519999999,2352.75,6.392421123783281
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.59753042115,17298.41,6.770383914239852
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.66370611363,13835.16,6.889432929613445
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,1.8378773396,1031.196,5.53892520239361
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.66230695,5089.703,6.161802433086774
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,1.84305659698,2225.252,6.1697689392022275
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,1.6799920851899999,7956.94,6.553314235373934
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,1.96231486374,3808.635,7.02682065843058
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,1.9516727862599998,93.37722,3.854294532667366
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.88564547518,6283.642,7.162210520242358
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.56196815365,28063.6,6.947882476500923
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,1.8770649932199999,886.4697,5.533875793859956
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,1.91656193414,1625.7179999999996,6.154678859653053
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,2.13399511493,2208.305,7.136625274452745
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,1.9030657954400003,235.375,4.5171199063042735
22,Brussels,Belgium,50.86666666666667,4.366666666666666,50.8,4.35,64470.0,99999.0,1.9034196602000002,8671.658000000001,7.495956361624531
23,Bucharest,Romania,44.41666666666666,26.11666666666667,44.417,26.1,154220.0,99999.0,1.76360899412,8773.603000000001,6.954311443012054
24,Budapest,Hungary,47.5,19.08333333333333,47.433,19.183,128430.0,99999.0,1.8066230166599997,2683.057,6.194534066869442
25,Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667,-34.559,-58.416,875820.0,99999.0,1.90724415991,17808.01,8.107007892040398
26,Cairo,Egypt,30.03333333333333,31.35,30.122,31.406,623660.0,99999.0,1.9268086218,2920.046,6.677429260982647
27,Calcutta,India,22.566666666666666,88.4,22.533,88.333,428070.0,99999.0,1.5184132731600002,29937.7,6.796771507507275
28,Canton,China,23.11666666666667,113.25,23.392,113.299,592870.0,99999.0,1.64793236407,1052.832,4.981322789500342
29,Cape Town,South Africa,-33.916666666666664,18.366666666666667,-33.933,18.417,688190.0,99999.0,1.85534723292,2102.78,6.165319452577154
30,Caracas,Venezuela,10.466666666666667,-67.03333333333333,10.603,-66.991,804150.0,99999.0,1.62863325919,410.1387,4.257228379513062
31,Cayenne,French Guiana,4.816666666666666,-52.3,4.82,-52.36,814050.0,99999.0,1.54752352155,288.9242,3.8104431301553237
32,Chihuahua,Mexico,28.61666666666667,-106.08333333333331,28.633000000000006,-106.083,762250.0,99999.0,2.0496899762400003,4161.203,7.418490602511772
33,Chongqing,China,29.766666666666666,106.56666666666666,29.719,106.642,575160.0,99999.0,1.58653439907,703.6548,4.518412549537504
34,Copenhagen,Denmark,55.66666666666666,12.566666666666665,55.618,12.656,61800.0,99999.0,1.89311001005,681.3542,5.365092451672127
35,Dakar,Senegal,14.666666666666664,-17.466666666666665,14.74,-17.49,616410.0,99999.0,1.62730210832,17154.54,6.8906551958338955
36,Darwin,Australia,-12.466666666666667,130.85,-12.415,130.877,941200.0,99999.0,1.90999417417,960.2501,5.697200142662488
37,Djibouti,Djibouti,11.5,43.05,11.55,43.133,631252.0,99999.0,1.7662289514099998,3439.261,6.246430106127846
38,Dublin,Ireland,53.33333333333334,-6.25,53.42100000000001,-6.27,39690.0,99999.0,1.87095834121,345.5192,4.751723982103002
39,Durban,South Africa,-29.88333333333333,30.88333333333333,-29.97,30.951,685880.0,99999.0,1.87432215695,2881.934,6.484844837686318
40,Edinburgh,Scotland,55.91666666666666,-3.1666666666666665,55.933,-3.35,31660.0,99999.0,1.8957878732099998,45.53886,3.1618248560661844
41,Frankfurt,Germany,50.11666666666667,8.683333333333334,50.026,8.543,106370.0,99999.0,1.8890064266900004,1712.43,6.108794349527144
42,Georgetown,Guyana,6.75,-58.25,6.8,-58.15,810010.0,99999.0,1.5549602033899999,3654.612,5.540261152875953
43,Glasgow,Scotland,55.83333333333334,-4.25,55.872,-4.433,31400.0,99999.0,1.8341902954400002,2038.711,6.070378677941268
44,Guatemala City,Guatemala,14.616666666666667,-90.51666666666668,14.583,-90.527,786410.0,99999.0,1.71331979264,2982.488,5.95331390926109
45,Guayaquil,Ecuador,-2.1666666666666665,-79.93333333333334,-2.157,-79.884,842030.0,99999.0,1.69033917678,1303.387,5.266093594003087
46,Hamburg,Germany,53.55,10.033333333333333,53.63,9.988,101470.0,99999.0,1.9323604306400002,2038.828,6.3953276153888625
47,Hammerfest,Norway,70.63333333333334,23.63333333333333,70.683,23.683000000000003,10520.0,99999.0,2.01722106837,12.15164,2.257229854397473
48,Havana,Cuba,23.13333333333333,-82.38333333333334,22.989,-82.40899999999998,782240.0,99999.0,1.5586069823299997,1687.26,5.030309476090909
49,Helsinki,Finland,60.16666666666666,25.0,60.2,24.967,29980.0,99999.0,1.9946584893000001,3220.401,6.997351319547226
50,Hobart,Tasmania,-42.86666666666667,147.31666666666666,-42.9,147.233,959790.0,99999.0,1.88061735257,0.4202469,0.2865381002284413
51,Hong Kong,China,22.33333333333333,114.18333333333334,22.4,114.2,450390.0,99999.0,1.58764899873,12119.65,6.483205823214721
52,Iquique,Chile,-20.166666666666668,-70.11666666666666,-20.535,-70.181,854180.0,99999.0,1.95441199754,103.3251,3.9447633053263464
53,Irkutsk,Russia,52.5,104.33333333333331,52.268,104.389,307100.0,99999.0,1.88963606354,499.1978,5.10039564291533
54,Jakarta,Indonesia,-6.2666666666666675,106.8,-6.183,106.833,967450.0,99999.0,1.61129086345,18962.52,6.892971725207923
55,Johannesburg,South Africa,-26.2,28.066666666666666,-26.15,28.0,683610.0,99999.0,2.38451487086,2322.333,8.02654283589187
56,Kingston,Jamaica,17.983333333333334,-76.81666666666666,17.936,-76.788,783970.0,99999.0,1.62491260505,1341.31,5.082487483100618
57,Kinshasa,Congo,-4.3,15.283333333333333,-4.317,15.317,642110.0,99999.0,1.67276427493,25125.69,7.360389104073221
58,Kuala Lumpur,Malaysia,3.1333333333333333,101.7,3.131,101.549,486470.0,99999.0,1.61153066715,5398.286,6.014774460175282
59,La Paz,Bolivia,-16.45,-68.36666666666666,-16.512999999999998,-68.192,852010.0,99999.0,2.4372805343,2954.519,8.45890809426081
60,Leeds,England,53.75,-1.5,53.86600000000001,-1.661,33463.0,99999.0,2.0249578369799996,1334.547,6.32932804443769
61,Lima,Peru,-12.0,-77.03333333333333,-12.022,-77.11399999999998,846280.0,99999.0,1.80720039197,9720.381,7.206623540183269
62,Lisbon,Portugal,38.73333333333333,-9.15,38.717,-9.15,85350.0,99999.0,1.80956037945,10569.0,7.281806660967279
63,Liverpool,England,53.41666666666666,-3.0,53.334,-2.85,33233.0,99999.0,1.9328704414700002,2435.034,6.546020133135634
64,London,England,51.53333333333333,-0.08333333333333333,51.5,-0.117,37700.0,99999.0,1.9837526036400002,11821.71,8.079263025798
65,Lyons,France,45.75,4.833333333333333,45.727,4.944,74800.0,99999.0,1.88585773346,1924.677,6.194257087715854
