No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,2.1153786707599997,997.3946,6.34465995050845
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.8091720371000002,1947.089,5.951468243258084
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,2.5275777402200004,7923.798000000002,9.854995786315149
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,1.9185672608200002,958.3389,5.72111395726588
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,2.251258915,3006.8720000000008,7.830462372418562
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.9019662388499998,2652.073,6.511855388448905
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,2.04141849776,3641.986,7.270425224081025
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.8506873171400002,2352.75,6.240074084764594
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.66712005688,17298.41,7.065306968040004
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.9204746385099998,13835.16,7.952715390442314
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,2.08443215179,1031.196,6.2819827686334975
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.60496390666,5089.703,5.949244515324948
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,2.00068906077,2225.252,6.6974553273983775
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,2.03874570233,7956.94,7.95274058203411
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.07664340722,3808.635,7.43621783827072
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,1.9622477371,93.37722,3.875178656016724
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.9573740822099999,6283.642,7.434655892734
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.61985187314,28063.6,7.205358456007597
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,1.85466078162,886.4697,5.467824738248359
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,2.03095521295,1625.7179999999996,6.52203139975984
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.7291575491900002,2208.305,5.782744947597931
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,1.87402019632,235.375,4.448177227448994
