No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,2.04210138448,997.3946,6.1248792228453395
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.93055133605,1947.089,6.350758652503959
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,2.2582721735900004,7923.798000000002,8.804976559551877
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,2.17099432064,958.3389,6.473844395556874
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,2.0197587493599998,3006.8720000000008,7.025244756543985
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.87034092443,2652.073,6.4035782435076865
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,2.0574017833099996,3641.986,7.327349016313689
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.8349138758,2352.75,6.18688982093909
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.6652939000799998,17298.41,7.057567658378094
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.8772336297599999,13835.16,7.773653699707789
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,2.51906797058,1031.196,7.591871757788164
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.6122350143900002,5089.703,5.97619689575141
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,2.00886007672,2225.252,6.724808410582389
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,2.12903491002,7956.94,8.304940783018148
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.1712728389,3808.635,7.775074796301014
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,2.0523674758099997,93.37722,4.053153170310684
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.84673384599,6283.642,7.014413236175593
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.6235571345299997,28063.6,7.221840047275816
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,1.7550638915299999,886.4697,5.174197814724894
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,2.1688119027,1625.7179999999996,6.964732279367364
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.7689843863599999,2208.305,5.915936073838282
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,2.0165771068200002,235.375,4.786550530013608
22,Brussels,Belgium,50.86666666666667,4.366666666666666,50.8,4.35,64470.0,99999.0,2.20574546932,8671.658000000001,8.686561418166937
23,Bucharest,Romania,44.41666666666666,26.11666666666667,44.417,26.1,154220.0,99999.0,2.25350802569,8773.603000000001,8.886094764897269
24,Budapest,Hungary,47.5,19.08333333333333,47.433,19.183,128430.0,99999.0,2.31157910979,2683.057,7.925923345275695
25,Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667,-34.559,-58.416,875820.0,99999.0,1.83357368689,17808.01,7.793861248974167
26,Cairo,Egypt,30.03333333333333,31.35,30.122,31.406,623660.0,99999.0,2.06231795242,2920.046,7.1470420492900075
27,Calcutta,India,22.566666666666666,88.4,22.533,88.333,428070.0,99999.0,1.65005500498,29937.7,7.386030563555323
28,Canton,China,23.11666666666667,113.25,23.392,113.299,592870.0,99999.0,1.7265003512200001,1052.832,5.218815852594794
29,Cape Town,South Africa,-33.916666666666664,18.366666666666667,-33.933,18.417,688190.0,99999.0,1.94904607926,2102.78,6.476680749144192
30,Caracas,Venezuela,10.466666666666667,-67.03333333333333,10.603,-66.991,804150.0,99999.0,1.65326160792,410.1387,4.321606596378195
31,Cayenne,French Guiana,4.816666666666666,-52.3,4.82,-52.36,814050.0,99999.0,1.74577208062,288.9242,4.298587477851473
32,Chihuahua,Mexico,28.61666666666667,-106.08333333333331,28.633000000000006,-106.083,762250.0,99999.0,2.17635359621,4161.203,7.876927188200348
33,Chongqing,China,29.766666666666666,106.56666666666666,29.719,106.642,575160.0,99999.0,1.80191688123,703.6548,5.1318167788518805
34,Copenhagen,Denmark,55.66666666666666,12.566666666666665,55.618,12.656,61800.0,99999.0,2.12723305669,681.3542,6.0285994764210855
35,Dakar,Senegal,14.666666666666664,-17.466666666666665,14.74,-17.49,616410.0,99999.0,1.70248768521,17154.54,7.209021332889849
36,Darwin,Australia,-12.466666666666667,130.85,-12.415,130.877,941200.0,99999.0,1.64276758334,960.2501,4.900106941024072
37,Djibouti,Djibouti,11.5,43.05,11.55,43.133,631252.0,99999.0,1.5940922777000002,3439.261,5.637653027611229
38,Dublin,Ireland,53.33333333333334,-6.25,53.42100000000001,-6.27,39690.0,99999.0,1.9972228508099996,345.5192,5.072401404544579
39,Durban,South Africa,-29.88333333333333,30.88333333333333,-29.97,30.951,685880.0,99999.0,1.73351859027,2881.934,5.9976877717961905
40,Edinburgh,Scotland,55.91666666666666,-3.1666666666666665,55.933,-3.35,31660.0,99999.0,1.96976233198,45.53886,3.2852006228163924
41,Frankfurt,Germany,50.11666666666667,8.683333333333334,50.026,8.543,106370.0,99999.0,2.22481031028,1712.43,7.1947392344359455
42,Georgetown,Guyana,6.75,-58.25,6.8,-58.15,810010.0,99999.0,1.65228197601,3654.612,5.887014745025848
43,Glasgow,Scotland,55.83333333333334,-4.25,55.872,-4.433,31400.0,99999.0,2.05194517018,2038.711,6.791053382155844
