No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,2.22327278482,997.3946,6.668267006698598
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.8957414961,1947.089,6.236247896883724
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,1.48925107939,7923.798000000002,5.806572386919458
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,1.8891277776099997,958.3389,5.6333262410221225
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,2.74738306249,3006.8720000000008,9.556110827637974
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.64340990429,2652.073,5.626623344876906
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,2.2823591474900002,3641.986,8.12852510865913
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.63877759451,2352.75,5.525565287818488
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.04818420997,17298.41,4.442237481294736
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.53004652427,13835.16,6.335946488257382
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,2.78862480261,1031.196,8.404251941295568
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,0.992690162158,5089.703,3.679681815976567
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,2.01611479258,2225.252,6.749094111113294
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,2.87220705028,7956.94,11.203907158534356
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.30067030167,3808.635,8.238432018601099
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,2.21777866069,93.37722,4.37981829061845
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.6983871951499998,6283.642,6.450951038602348
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.19679557675,28063.6,5.323536844348735
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,1.8841913308900002,886.4697,5.554885331448336
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,1.9658511620299999,1625.7179999999996,6.312961962066505
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.52290634266,2208.305,5.0929881795949
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,2.0907703215,235.375,4.962655658773093
22,Brussels,Belgium,50.86666666666667,4.366666666666666,50.8,4.35,64470.0,99999.0,1.9190994532799999,8671.658000000001,7.5577057735616915
23,Bucharest,Romania,44.41666666666666,26.11666666666667,44.417,26.1,154220.0,99999.0,2.95163457418,8773.603000000001,11.63896655281704
24,Budapest,Hungary,47.5,19.08333333333333,47.433,19.183,128430.0,99999.0,2.78477374767,2683.057,9.548409208445264
25,Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667,-34.559,-58.416,875820.0,99999.0,2.16174374242,17808.01,9.188793940884253
26,Cairo,Egypt,30.03333333333333,31.35,30.122,31.406,623660.0,99999.0,2.08008709878,2920.046,7.208621708268336
27,Calcutta,India,22.566666666666666,88.4,22.533,88.333,428070.0,99999.0,1.47441617808,29937.7,6.599830261313807
28,Canton,China,23.11666666666667,113.25,23.392,113.299,592870.0,99999.0,1.58998390133,1052.832,4.806157834701862
29,Cape Town,South Africa,-33.916666666666664,18.366666666666667,-33.933,18.417,688190.0,99999.0,2.00384815347,2102.78,6.65878805939508
