lat,lon,R-value
-77.856,-6.202,1.54743397541
42.0,50.8,2.45015283824
-124.05,44.583,1.97767296367
21.133,45.383,2.44994311142
-47.467,-5.55,1.1588057104
15.433,58.65,2.70040171469
-93.203,39.096,1.94599728842
-52.389,-15.861,1.3452201657
108.083,60.05,2.98618020109
-97.65,38.8,2.60075167288
-2.033,43.3,2.0402877566
12.28,57.663,2.56655716359
-66.967,-0.117,1.02612439764
38.683,58.1,2.43437483197
73.311,54.967,2.75532787779
16.267,47.967,2.75935227771
86.5,27.3,2.30731046795
-101.371,37.163,2.61666700851
13.583,30.383,2.19377736079
-88.133,43.417,2.13589773146
-6.473,6.793,1.06654365321
-113.014,36.96,2.4920644768
-82.463,40.023,2.73722185836
48.006,46.283,2.43973375327
-92.804,46.419,2.47923576687
76.65,10.767,1.39908685283
-107.899,38.506,3.03630152164
-81.95,34.917,2.12104125535
-140.946,-18.075,1.10276468488
-77.817,0.6,1.51666734336
91.617,55.383,2.25009538745
22.466,39.65,1.77917238319
150.133,-36.217,2.29548229928
6.117,59.05,2.23165320818
-43.867,-16.717,1.43103857964
12.0,60.183,2.98582223946
-80.823,36.766,2.8255398851
-122.861,45.773,2.19860171138
-100.581,47.967,2.96088350503
-83.277,30.783,1.70290198961
11.326,46.46,2.49462370059
-41.35,-21.717,1.51394784055
12.417,65.817,2.04779926655
-58.536,-34.822,1.73024965145
-125.767,49.083,2.01529417534
-97.581,33.254,1.88618047107
-0.006,43.179,2.21054462287
137.817,35.517,2.52182511437
-96.917,19.55,1.34622780015
146.067,-34.25,1.71417081161
6.817,44.933,2.36839194052
100.75,13.517,1.0423878066
-100.001,42.577,2.33779096891
-114.036,40.721,3.2454200487
-104.688,38.81,2.68701755513
-119.771,39.484,2.98133567292
23.117,44.483,2.46498024239
22.886,47.703,2.56687466443
-83.749,42.967,2.46057940059
153.183,-25.933,1.18207467701
128.5,58.633,2.94308687624
103.967,63.583,2.55083600728
24.017,-30.667,1.67060549003
-65.1,-40.783,2.61727974041
-78.834,40.316,2.42278746409
-38.3,-7.95,1.29580726776
150.783,-33.6,2.1109686213
32.573,-25.921,1.38686869716
9.35,47.25,2.34840389136
147.083,-41.733,2.02807208119
-90.409,31.606,1.42820641732
-93.317,44.333,2.12148920948
142.583,44.933,2.78423875226
119.733,53.75,3.22979419848
-83.2,30.967,1.78231688573
6.333,46.517,2.59210831919
36.75,56.35,1.96088417639
-122.872,42.381,2.66618944074
16.2,51.2,2.45890015268
-97.632,48.784,2.85743433849
44.717,32.55,2.21660358928
7.35,45.733,2.40240559686
1.95,46.183,2.17266547629
52.583,58.133,2.38203211901
10.3,13.983,2.07325498989
-165.583,61.533,1.82220694732
24.517,47.15,2.73308938373
-80.215,41.626,2.26198070746
116.667,-32.667,2.31437567256
37.717,10.35,1.84519373271
-0.418,51.553,2.11756014562
23.317,46.533,2.64021861763
14.917,37.4,1.37983184923
-162.764,66.069,1.98071817159
-99.324,31.178,1.82011006983
35.767,-16.1,1.24837512456
17.1,-22.567,1.87059178448
-37.267,-7.017,1.14394390996
-73.969,40.779,1.98237316086
-74.781,10.89,1.22789878684
-111.733,49.867,2.71167148108
46.017,39.533,2.23101403128
-61.783,50.183,2.12712464687
78.233,59.217,2.81223259034
8.617,46.65,2.4047196606
78.667,54.7,2.42048903401
29.25,69.15,2.66869230216
5.883,52.7,2.02404182767
-83.781,15.261,1.2418822679
-84.787,47.967,2.45614783456
128.717,37.683,2.89348402605
30.582,39.784,1.99909962728
-52.1,-32.033,1.69443383836
80.797,16.53,1.29694841048
82.2,51.15,2.18756930886
121.917,48.767,3.52724198465
-42.15,-6.967,1.08251918073
-73.102,40.794,1.73883403855
-92.239,34.727,1.45272100061
-123.117,50.15,2.23886959813
-4.75,41.633,2.11913765844
-13.219,27.152,1.72191996462
22.267,48.633,2.77784395494
-54.487,-25.596,1.5591278573
26.633,-32.783,1.42890200339
25.917,56.517,3.14692008984
54.75,57.083,2.68038360056
25.3,46.3,2.53331735662
15.483,67.167,2.35329863201
92.783,26.617,1.47045942422
46.417,40.717,1.84096037975
-102.655,46.014,2.66577637198
23.067,69.017,2.73636612317
24.35,44.433,2.31368166535
-83.813,45.407,2.31117387605
59.217,35.267,2.01924226515
-84.15,49.733,2.44113001432
91.917,26.65,1.62978190011
116.15,-34.25,2.04983304435
29.701,37.786,2.10453848005
-58.228,-26.213,1.56745955417
76.917,9.0,1.27243331209
78.583,20.667,1.86266319805
9.406,41.924,1.83174530031
8.2,46.85,2.1154150967
31.1,70.367,2.35545082358
-111.853,41.787,3.1070369253
8.317,46.5,2.63261482078
-102.175,42.806,2.63833203969
4.15,49.217,2.04049372084
106.833,-6.183,1.1099299179
-6.817,54.717,1.77704859888
127.45,36.633,2.65170822897
0.5,40.817,2.01792568877
46.433,39.2,1.75677447377
-99.35,49.9,2.908560577
15.017,68.583,2.35037622322
5.874,36.795,1.5989923042
81.05,40.5,2.82962655979
29.383,-28.367,1.69156281532
-149.607,-17.554,1.25151171593
21.633,65.817,2.81303346791
112.9,42.4,3.31046552554
18.716,64.548,2.72952976796
78.25,43.317,2.33567350056
26.5,-33.283,1.65968186147
34.7,59.5,2.13220616047
14.15,62.5,2.60740857185
-83.105,29.633,1.55284393641
91.586,26.106,1.5821434156
72.367,27.133,1.89786845234
125.567,-18.183,1.94122729175
-112.1,47.333,2.53314009798
-111.1,52.817,3.37524800117
18.99,63.408,2.51662488324
8.291,40.632,1.69001519566
-111.678,54.131,3.17558602511
111.673,-2.705,1.0335926266
99.533,14.017,1.42265943057
8.083,46.433,2.46738526751
-135.083,60.717,3.33735578676
-101.581,47.29,2.66786912851
-90.527,14.583,1.63816724414
-22.889,16.137,1.42569152977
97.167,31.15,2.80727818663
-112.767,49.7,2.62537442063
140.883,-21.833,2.20216267307
-70.605,19.406,1.41760971479
46.725,24.722,2.5687774174
-75.379,41.139,1.70348010118
-113.35,53.65,3.12153686301
-85.417,44.283,2.70696011542
15.25,-26.683,1.84586342644
99.55,48.083,3.18519088139
-52.133,-22.65,1.97493118102
30.85,-24.933,1.32378413376
-64.813,17.7,1.17830720491
21.567,53.083,2.63539849501
0.816,45.198,2.26013971536
84.05,21.914,1.89752133534
20.75,41.7,2.36751228788
29.133,-31.95,1.40581939569
120.35,16.083,1.18327197529
-83.874,35.964,2.22440941209
41.686,27.438,2.48979617905
-1.933,49.717,1.6238862262
6.55,61.9,2.08678986439
170.983,-42.717,1.46798934331
89.017,62.467,2.50282526467
26.718,-26.871,1.61017394197
22.867,45.0,2.33285895315
104.76,16.557,1.59877133513
9.561,47.485,2.36183342491
-48.55,-0.717,0.867982513609
-98.254,26.184,1.32243558159
43.45,45.1,1.70885
77.283,54.367,2.47665356526
21.817,-30.35,1.90895138773
44.433,39.333,2.27421872501
133.033,59.633,3.36567308462
56.25,25.617,1.48201381876
-89.883,46.117,1.85868711343
73.1,31.433,1.78873622607
15.826,53.791,2.50195929973
-72.017,44.567,2.11507957891
36.7,55.383,2.61513717321
26.65,47.733,2.79721463193
166.573,-20.641,0.986878833351
27.9,62.8,2.10739209873
127.067,37.9,2.27549577596
90.533,45.367,3.47708511911
-84.027,40.708,2.35750805333
34.717,-24.05,1.31303229586
91.85,21.817,1.19316770862
26.912,37.69,1.7617908268
73.633,15.867,1.07484401536
-2.85,53.334,2.01245430318
36.815,-1.322,1.5650392304
-88.866,39.834,1.98813776907
-103.083,34.433,2.40628495286
22.046,40.814,1.90191785503
-68.418,-31.571,1.98606509612
117.333,2.85,0.966853825157
-76.016,36.399,1.9768654087
100.393,6.933,1.07769422896
141.917,-12.683,1.14600033079
-4.433,58.283,1.97063969244
-120.53,47.034,2.59570705821
-7.4,33.717,1.66711845249
12.2,58.6,2.87026695943
46.171,51.713,2.7170693865
36.283,36.35,1.45419877351
-73.35,49.267,1.94312976171
13.067,56.95,2.40997539173
102.817,16.333,1.24845169734
-35.683,-6.967,1.14590591328
-116.786,34.854,2.91344440287
123.483,41.64,3.03199978483
99.9,19.193,1.93292478429
-106.429,31.636,2.79726759463
-54.967,-20.983,1.96159409983
