lat,lon,R-value
-52.389,-15.861,1.09676222221
108.083,60.05,2.45973056189
-97.65,38.8,2.18541266104
-2.033,43.3,1.90070777834
12.28,57.663,2.50547589797
-66.967,-0.117,1.15318379529
38.683,58.1,2.65933423978
73.311,54.967,2.65428770364
16.267,47.967,2.55042478593
86.5,27.3,2.13237189558
-101.371,37.163,2.29355465118
13.583,30.383,1.93971496499
-88.133,43.417,1.48968888889
-6.473,6.793,1.1293874244
-113.014,36.96,2.02694207436
-82.463,40.023,2.26925395359
48.006,46.283,2.77444351421
-92.804,46.419,1.81522786618
76.65,10.767,1.59745425724
-107.899,38.506,2.83513014967
-81.95,34.917,2.4220186134
-140.946,-18.075,1.10663015116
-77.817,0.6,1.51666734336
91.617,55.383,2.41021371399
22.466,39.65,1.71004121945
150.133,-36.217,1.28438479335
6.117,59.05,2.69550647972
-43.867,-16.717,1.54159570965
12.0,60.183,2.71038021483
-80.823,36.766,1.57134872361
-122.861,45.773,1.6625007707
-100.581,47.967,2.34582915927
-83.277,30.783,1.3093744878
11.326,46.46,2.4322530232
-41.35,-21.717,1.33995875862
12.417,65.817,2.04779926655
-58.536,-34.822,1.24383655934
-125.767,49.083,1.44834651078
-97.581,33.254,2.60383840967
-0.006,43.179,2.22828868179
137.817,35.517,1.57754608249
-96.917,19.55,1.69733746682
146.067,-34.25,1.4446561934
6.817,44.933,2.06055541621
100.75,13.517,1.08736123568
-100.001,42.577,2.16063633302
-114.036,40.721,2.69097231998
-104.688,38.81,3.1848585775
-119.771,39.484,2.38359727024
23.117,44.483,2.39288670348
22.886,47.703,2.48613078455
-83.749,42.967,1.618306658
153.183,-25.933,1.30439019956
128.5,58.633,2.81883444846
103.967,63.583,2.40714006005
24.017,-30.667,2.47218723641
-65.1,-40.783,1.9109390044
-78.834,40.316,1.45495309808
-38.3,-7.95,1.36123045403
150.783,-33.6,1.23536447765
32.573,-25.921,1.41451400699
9.35,47.25,2.32110892621
147.083,-41.733,1.39138743101
-90.409,31.606,1.42237613968
-93.317,44.333,1.5834346993
142.583,44.933,2.7928395614
119.733,53.75,3.0495666238
-83.2,30.967,1.31960071793
6.333,46.517,2.26178340587
36.75,56.35,2.59582431388
-122.872,42.381,1.76273607817
16.2,51.2,2.27647251715
-97.632,48.784,2.06766879032
44.717,32.55,1.67155565746
7.35,45.733,2.10940392351
1.95,46.183,2.11095992522
52.583,58.133,2.40357998139
10.3,13.983,2.45805986442
-165.583,61.533,2.04017425214
24.517,47.15,2.61167981056
-80.215,41.626,1.25912883194
116.667,-32.667,2.00501854006
37.717,10.35,2.33108143974
-0.418,51.553,2.22067824462
