lat,lon,R-value
-93.203,39.096,1.82577977903
-52.389,-15.861,1.77880112311
108.083,60.05,2.23106636237
-97.65,38.8,1.90670361007
-2.033,43.3,1.90050501407
12.28,57.663,1.98646847952
-66.967,-0.117,1.63896980483
38.683,58.1,2.53075253723
73.311,54.967,1.84148614645
16.267,47.967,1.95145686681
86.5,27.3,1.83257837866
-101.371,37.163,2.0540619963
13.583,30.383,1.84807347239
-88.133,43.417,2.25234118329
-6.473,6.793,1.63334056361
-113.014,36.96,2.26484861349
-82.463,40.023,1.94143235312
48.006,46.283,2.21766777034
-92.804,46.419,1.97146145249
76.65,10.767,1.61373584785
-107.899,38.506,2.29855366954
-81.95,34.917,2.05588372516
-140.946,-18.075,1.61385735709
-77.817,0.6,1.83440326082
91.617,55.383,2.09597096637
22.466,39.65,1.91853631756
150.133,-36.217,1.77606269598
6.117,59.05,2.1037655877
-43.867,-16.717,1.91035883645
12.0,60.183,2.21054614225
-80.823,36.766,2.00673048838
-122.861,45.773,2.00143262098
-100.581,47.967,2.04475136447
-83.277,30.783,1.89456605679
11.326,46.46,1.89014942074
-41.35,-21.717,1.71602852706
12.417,65.817,2.25220751861
-58.536,-34.822,1.6573991404
-125.767,49.083,1.93689996857
-97.581,33.254,1.93338619578
-0.006,43.179,1.92380516782
137.817,35.517,2.27957345969
-96.917,19.55,1.79676067268
146.067,-34.25,1.80155947693
6.817,44.933,1.85381483397
100.75,13.517,1.63810712904
-100.001,42.577,1.97721077907
-114.036,40.721,2.17778885524
-104.688,38.81,2.18922765348
-119.771,39.484,2.25952314764
23.117,44.483,2.16495203289
22.886,47.703,2.13459918537
-83.749,42.967,2.12249152976
153.183,-25.933,1.77479208105
128.5,58.633,2.11893157369
103.967,63.583,2.13833306571
24.017,-30.667,1.99397389756
-65.1,-40.783,1.92605329788
-78.834,40.316,1.97200961915
-38.3,-7.95,1.74739256743
150.783,-33.6,1.7235927005
32.573,-25.921,1.73971610545
9.35,47.25,2.00876828054
147.083,-41.733,1.90163121233
-90.409,31.606,1.83718108278
-93.317,44.333,2.00419576052
142.583,44.933,2.10402602315
119.733,53.75,2.36477113009
-83.2,30.967,1.89676090622
6.333,46.517,1.86985438668
36.75,56.35,2.27189793543
-122.872,42.381,2.06562619256
16.2,51.2,2.08590512785
-97.632,48.784,1.92410130367
44.717,32.55,2.00849526839
7.35,45.733,1.90216658266
1.95,46.183,1.92729838743
52.583,58.133,1.92200836687
10.3,13.983,2.00791573057
-165.583,61.533,2.19657043379
24.517,47.15,2.17983252333
-80.215,41.626,1.97180804692
116.667,-32.667,2.1252040673
37.717,10.35,1.86869723022
-0.418,51.553,1.91885758418
23.317,46.533,2.19635447783
14.917,37.4,1.75980193162
-162.764,66.069,2.20319100243
-99.324,31.178,2.01282463252
35.767,-16.1,1.70433775324
17.1,-22.567,2.16150883045
-37.267,-7.017,1.62308845599
-73.969,40.779,2.03046770563
-74.781,10.89,1.61689194536
-111.733,49.867,2.2449513094
46.017,39.533,2.09878478788
-61.783,50.183,2.26741413183
-67.076,-17.963,2.08669255954
78.233,59.217,2.12989970722
8.617,46.65,2.05283120227
78.667,54.7,1.90157505227
29.25,69.15,2.25829954347
5.883,52.7,1.9443835766
-83.781,15.261,1.64540210604
-84.787,47.967,2.11618711419
128.717,37.683,2.24920518715
30.582,39.784,2.20155272048
-52.1,-32.033,1.74676176307
80.797,16.53,1.63092804027
82.2,51.15,2.10634609942
121.917,48.767,2.33295898492
-42.15,-6.967,1.62191273813
-73.102,40.794,1.82026315387
-92.239,34.727,1.92317031337
-123.117,50.15,2.0111394383
-4.75,41.633,2.0271477673
-13.219,27.152,1.89835236941
22.267,48.633,2.18269593381
-54.487,-25.596,1.80916716094
26.633,-32.783,1.79417023428
25.917,56.517,2.53608320852
54.75,57.083,1.97777829367
25.3,46.3,2.1759984675
15.483,67.167,2.37642078363
92.783,26.617,1.62192755726
46.417,40.717,2.04540260446
-102.655,46.014,2.13672772581
23.067,69.017,2.30130617966
24.35,44.433,2.13181146615
-83.813,45.407,2.17683846026
59.217,35.267,2.09501707834
-84.15,49.733,2.40308219797
91.917,26.65,1.6616946273
116.15,-34.25,2.03558154119
29.701,37.786,2.14843908287
-58.228,-26.213,1.87817844228
76.917,9.0,1.56421125316
78.583,20.667,1.77575499498
9.406,41.924,1.87430971153
8.2,46.85,1.77341760117
31.1,70.367,2.3010835631
-111.853,41.787,2.10318641712
8.317,46.5,2.01760270681
-102.175,42.806,2.0127531723
4.15,49.217,1.89733130639
106.833,-6.183,1.58793732317
-38.5,-13.0,1.65553028714
-6.817,54.717,2.01125190716
127.45,36.633,2.13029941855
0.5,40.817,1.92957406881
46.433,39.2,1.88195451555
-70.181,-20.535,1.87715796363
-99.35,49.9,2.04265303686
15.017,68.583,2.37211458017
5.874,36.795,1.81205880819
81.05,40.5,2.19674923269
29.383,-28.367,1.87500765141
-149.607,-17.554,1.67150687403
21.633,65.817,2.37078243698
112.9,42.4,2.34184843877
18.716,64.548,2.37382829798
78.25,43.317,2.12444458913
26.5,-33.283,1.81005610561
34.7,59.5,2.28412236287
14.15,62.5,2.26139168488
-83.105,29.633,1.84241788185
91.586,26.106,1.62752300115
-43.133,-11.083,1.73772572373
72.367,27.133,1.84331315119
125.567,-18.183,1.93561446901
-112.1,47.333,2.26642772168
-111.1,52.817,2.72900250606
18.99,63.408,2.35535907777
8.291,40.632,1.78279309406
-111.678,54.131,2.28642335651
111.673,-2.705,1.57281542926
99.533,14.017,1.7232052186
8.083,46.433,2.09471764368
-135.083,60.717,2.30518830619
-101.581,47.29,2.12622620831
-90.527,14.583,1.91127926433
-22.889,16.137,1.87327957804
97.167,31.15,2.1994533974
-112.767,49.7,2.23057377567
140.883,-21.833,2.09150945434
-70.605,19.406,1.70506767039
46.725,24.722,2.06528268503
-75.379,41.139,1.98360842277
-113.35,53.65,2.24785215928
-85.417,44.283,2.30710064031
15.25,-26.683,1.91709788968
99.55,48.083,2.48247668809
-52.133,-22.65,1.88079182099
30.85,-24.933,1.78738200858
-64.813,17.7,1.69336077446
21.567,53.083,2.19708714538
0.816,45.198,1.88396797925
84.05,21.914,1.74416945078
20.75,41.7,2.26088734725
29.133,-31.95,1.72140532783
120.35,16.083,1.59172927411
-83.874,35.964,1.91684718829
41.686,27.438,2.13422056424
-1.933,49.717,1.81081398888
6.55,61.9,2.31631573714
170.983,-42.717,1.89707372474
89.017,62.467,2.20443368363
26.718,-26.871,1.81930387395
22.867,45.0,2.06007668934
104.76,16.557,1.92927284298
9.561,47.485,1.87082706847
-48.55,-0.717,1.51657512421
-98.254,26.184,1.76356455235
43.45,45.1,1.91789480945
77.283,54.367,1.84435795544
21.817,-30.35,2.02871368491
44.433,39.333,2.10692754408
133.033,59.633,2.46594977418
56.25,25.617,1.82511786333
-89.883,46.117,1.89576734818
73.1,31.433,1.78217471307
15.826,53.791,2.10355020536
-72.017,44.567,2.01593914646
36.7,55.383,2.36620027094
26.65,47.733,2.16721663977
166.573,-20.641,1.71017656128
27.9,62.8,2.23569121454
127.067,37.9,2.07979691079
90.533,45.367,2.32869047829
-84.027,40.708,2.09011045367
34.717,-24.05,1.78578279776
91.85,21.817,1.67695086982
26.912,37.69,1.89509962799
73.633,15.867,1.58778459424
-2.85,53.334,1.99077023219
36.815,-1.322,1.76214277653
-88.866,39.834,1.98534512004
-103.083,34.433,2.18579259987
22.046,40.814,1.91308817151
-68.418,-31.571,1.96739219891
117.333,2.85,1.57974711954
-76.016,36.399,1.81738684247
100.393,6.933,1.63138057747
141.917,-12.683,1.7109900885
-4.433,58.283,2.0319256526
-120.53,47.034,2.26083837754
-7.4,33.717,1.79753808192
12.2,58.6,2.04332325867
46.171,51.713,2.11849621775
36.283,36.35,1.84126661851
-73.35,49.267,2.36401824655
13.067,56.95,2.01489660358
102.817,16.333,1.77309277922
-35.683,-6.967,1.68486568049
-116.786,34.854,2.22596664611
123.483,41.64,2.12072067084
99.9,19.193,1.69775490245
-106.429,31.636,2.16072018058
-54.967,-20.983,1.84856521486
21.293,37.921,1.8353878029
98.7,3.8,1.57264647122
125.7,38.033,1.95808298167
87.65,55.217,2.04564467355
84.917,56.5,2.10344492685
-0.033,14.033,1.88233387259
-0.508,43.912,1.90157968294
-155.902,59.324,2.13708777834
36.45,9.083,1.83917579066
-70.77,-27.25,1.94222459708
-96.8,44.3,1.91638005691
-79.1,40.633,1.90896370239
-102.898,48.381,2.24464651824
-95.651,45.332,2.12900984114
127.499,36.717,2.08083393098
10.564,47.14,2.02814246176
134.9,-12.117,1.63878057156
-45.4,-1.717,1.53335342584
-67.332,-8.777,1.7031079395
-1.067,5.2,1.53514397837
15.033,58.717,2.10398070409
89.467,26.333,1.69413475233
-90.157,38.571,1.9624376209
7.283,46.983,1.84154336608
28.144,61.045,2.31491342848
-64.1,53.567,2.44499982622
-64.783,-7.267,1.59879719412
8.833,35.167,1.81961853813
-98.371,19.158,1.99267781394
-97.68,30.183,1.82211593762
31.133,-29.617,1.78719145944
25.617,-27.65,1.94339815959
113.917,32.933,2.16658832694
4.867,44.14,1.86178533877
107.383,34.517,2.02067121967
136.683,66.8,2.37367868589
8.4,46.967,1.88802197609
-43.35,-3.75,1.64036931277
118.1,39.65,2.1010777795
-36.517,-8.883,1.69258181162
-87.083,45.733,2.06886342906
130.633,-18.333,2.0850953059
37.479,36.947,2.01382097232
19.912,39.602,1.81575709056
114.708,-28.796,1.97378982433
88.447,22.655,1.56331186417
-75.294,2.95,1.73830593656
-74.207,44.385,2.08101949981
-173.962,-18.585,1.58096847729
100.75,35.583,2.42106241086
-89.822,30.343,1.89242244693
120.05,-33.583,1.9469004328
-64.683,32.367,1.79490395587
136.883,-30.483,1.84690984386
133.855,34.757,2.14894131539
-72.533,48.833,2.34385906624
140.683,-34.2,1.80757341757
7.867,46.667,1.84071138967
25.3,46.65,2.24258915229
-106.867,40.517,2.09105127253
5.183,52.1,1.88829357845
-4.535,53.248,1.93079308605
-157.58,57.58,2.06816513296
103.253,15.23,1.91243382662
-70.737,7.069,1.6537204059
-112.351,40.612,2.08305384895
17.833,47.067,1.94864917928
70.2,39.45,2.08781969836
-80.567,28.483,1.83765103815
9.685,52.461,1.98743075149
134.817,35.533,2.07994292296
-113.9,52.183,2.24201175768
-77.547,35.937,1.98077301584
143.917,-35.733,1.98438912592
138.367,-21.6,2.07840338724
-122.285,38.21,1.92864528437
-49.933,-4.25,2.1013741438
-81.156,35.197,2.02530459194
-94.712,32.385,1.87185665259
-76.903,36.698,1.77680298513
108.1,10.933,1.67424182567
114.15,44.617,2.24386273783
15.733,50.733,2.12393278618
-94.888,36.909,1.84002463283
142.45,-38.283,1.87252704432
73.25,34.183,1.87427040674
-35.248,-5.911,1.60418762665
42.9,62.1,2.1755371319
-35.983,-8.233,1.69654695411
14.183,59.667,2.16358753437
-41.283,-16.0,1.79059637463
82.95,41.717,2.14820633644
90.517,56.283,2.17438589264
21.067,63.433,2.11850362122
8.183,46.367,2.01072476586
-114.083,64.183,2.26858963617
-3.417,56.883,2.18536808519
45.5,55.533,2.14579593349
-84.701,45.013,2.22022001455
22.467,46.533,2.05375548622
56.917,65.967,2.34765073349
5.4,50.033,1.92551543908
105.967,31.583,1.99783717545
18.268,42.561,1.94708635048
-89.533,14.967,1.79271827409
11.85,45.4,1.79652469604
14.467,48.95,2.09171128942
121.617,-32.983,1.96135302577
-105.283,73.75,2.46893203046
126.983,37.267,1.95390871468
-62.48,44.98,2.01470039149
16.983,60.267,2.27970190506
-63.135,-17.645,1.66619379829
-93.65,47.783,1.86984005095
-48.476,-1.379,1.57258066393
-109.483,37.583,2.32017486911
30.8,36.899,1.9604959598
-84.264,32.955,2.01082301105
-92.652,37.648,1.8896367582
107.703,16.402,1.63420760418
-109.513,40.443,2.03476460075
-57.673,-19.012,1.81155052639
66.967,54.367,1.87142922171
36.29,49.925,2.22295235222
-72.512,7.928,1.69594359416
35.753,-6.17,1.75260551515
9.412,0.459,1.57716651989
150.267,-33.617,1.81315839719
124.883,38.15,2.12414916752
-111.7,54.5,2.21358905189
-86.877,21.037,1.61498137469
-99.204,35.357,1.93187694305
-83.806,41.587,2.09017190232
27.202,61.687,2.23227699424
64.217,60.317,2.05704887002
47.7,37.45,2.08075568954
-161.833,59.75,2.20627410209
92.55,10.583,1.57365749794
82.717,18.817,1.81159679661
8.517,60.867,2.2320128306
-73.807,7.024,1.63779642955
24.417,57.317,2.53610499712
-89.617,-0.917,1.61421938532
-135.868,63.616,2.13940317329
-4.733,52.783,1.89599847788
15.95,48.767,2.04489298086
12.917,18.683,2.00251995546
124.933,40.45,2.0528127369
102.32,12.275,1.59336619092
43.783,52.25,2.16578610243
42.117,47.633,2.02994595572
-76.874,39.918,2.0460815823
89.567,44.017,2.21436085379
12.217,46.733,1.96428797426
75.801,22.722,1.95690338282
14.617,36.983,1.87451162396
30.05,63.317,2.26407196845
153.383,-28.35,1.70127410389
20.667,-32.383,2.07350360716
39.25,53.783,2.15991512102
20.7,45.783,2.11672400839
22.767,49.8,2.18756826204
-92.953,45.698,1.98925204062
16.4,59.05,2.14351687471
149.233,-37.0,1.99892532142
-74.35,40.033,1.99479991373
-83.738,36.611,1.93889772817
43.332,38.468,2.11999832309
-85.433,41.817,2.05167385981
-59.183,55.083,2.25497894646
-16.2,13.217,1.970473415
-79.89,34.466,1.94571542033
93.783,31.883,2.17864486393
-57.867,49.567,2.3731785766
60.033,31.533,2.20163974564
126.9,35.167,2.14044023086
-106.836,34.646,2.27990124937
7.033,46.183,1.78255865626
12.488,37.911,1.7828011278
-38.999,-15.355,1.57330481327
93.367,14.117,1.57091352587
-86.804,35.507,1.96352567929
115.983,-32.05,1.83827992475
15.833,47.617,1.97912469981
-135.006,68.223,2.34740275131
15.117,46.483,1.98268922637
-115.579,32.834,2.09507163797
60.803,56.743,2.09966750974
-51.425,-22.175,1.90712312443
32.933,-2.444,1.74925848789
-57.083,-24.067,1.81095893353
-110.417,53.35,2.10032560628
-68.417,-33.083,2.03042511986
-76.417,39.333,2.05393154919
-87.183,30.483,1.86214113637
141.3,38.433,2.09468843746
7.567,6.467,1.6569331525
17.283,47.883,1.98397511355
176.2,-40.9,1.97720839355
-117.808,40.902,2.36145538732
-97.967,30.5,1.87684854939
80.428,8.301,1.58242102314
27.967,-18.2,1.9338138338
97.4,25.367,1.7248003931
26.567,41.667,1.99886377075
105.717,10.083,1.56322982097
-93.207,42.471,2.05588441497
23.933,45.65,2.07654841041
