Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,Confirm_interval_down,Confirm_interval_up,Actual_interval_down,Actual_interval_up,ADate,Official_confirmed,Official_dailynew,Official_remove
2020/03/06,128.0,512.0,0.0,0.0,1.0,0.0,127.0,106.0,151.0,468.0,557.0,2020-03-06,128.0,0.0,1.0
2020/03/07,182.18006503249913,645.5969708862998,54.18006503249913,133.5969708862998,1.327421425503607,0.327421425503607,180.8526436069955,156.0,209.0,596.0,696.0,2020-03-07,188.0,60.0,1.0
2020/03/08,247.54965267555534,806.1674427207284,65.3695876430562,160.57047183442864,1.7814928094156495,0.4540713839120425,245.76815986613968,217.0,279.0,751.0,862.0,2020-03-08,265.0,77.0,3.0
2020/03/09,325.1407750133571,964.1453465569982,77.59112233780175,157.97790383626977,2.387601793402526,0.6061089839868765,322.75317321995453,290.0,361.0,904.0,1025.0,2020-03-09,321.0,56.0,3.0
2020/03/10,411.2381584552064,1122.0299338158043,86.09738344184933,157.88458725880605,3.167530570340746,0.7799287769382199,408.07062788486564,372.0,451.0,1057.0,1188.0,2020-03-10,382.0,61.0,4.0
2020/03/11,509.301976176019,1335.143998221168,98.06381772081261,213.1140644053637,4.141540824448808,0.974010254108062,505.16043535157024,466.0,554.0,1264.0,1407.0,2020-03-11,503.0,121.0,5.0
2020/03/12,625.0200966287355,1611.753818958739,115.71812045271645,276.609820737571,5.340803344871536,1.199262520422728,619.6792932838639,576.0,674.0,1534.0,1691.0,2020-03-12,614.0,111.0,5.0
2020/03/13,764.5585117319436,1962.8436795012362,139.53841510320808,351.08986054249726,6.809034296700216,1.46823095182868,757.7494774352433,711.0,819.0,1877.0,2050.0,2020-03-13,804.0,190.0,10.0
2020/03/14,934.8259440901821,2402.026064091476,170.26743235823858,439.18238459023996,8.603780716999431,1.794746420299215,926.2221633731828,875.0,995.0,2306.0,2498.0,2020-03-14,959.0,155.0,12.0
2020/03/15,1143.690478816568,2945.3475922219495,208.86453472638584,543.3215281304733,10.798218616984519,2.194437899985088,1132.8922601995835,1078.0,1210.0,2839.0,3052.0,2020-03-15,1135.0,176.0,22.0
2020/03/16,1413.0,3623.7326345920674,269.309521183432,678.3850423701178,26.0,15.201781383015481,1387.0,1340.0,1487.0,3507.0,3742.0,2020-03-16,1413.0,278.0,26.0
2020/03/17,1684.8623317501,3741.0559178124977,271.8623317501001,117.32328322043031,29.257360678875397,3.257360678875397,1655.6049710712248,1605.0,1766.0,3622.0,3861.0,,,,
2020/03/18,1946.8258422034635,3999.0171412319687,261.96351045336337,257.961223419471,33.074584226256555,3.8172235473811575,1913.751257977207,1861.0,2034.0,3875.0,4124.0,,,,
2020/03/19,2216.8062762121763,4395.427819203158,269.9804340087128,396.4106779711892,37.44892891556315,4.3743446893065965,2179.357347296613,2125.0,2309.0,4266.0,4526.0,,,,
2020/03/20,2510.688226313173,4934.145197502507,293.8819501009966,538.7173782993486,42.41358103417656,4.964652118613408,2468.274645278996,2413.0,2609.0,4797.0,5073.0,,,,
2020/03/21,2843.1904672666046,5623.311956610245,332.50224095343174,689.1667591077385,48.03422301707834,5.62064198290178,2795.1562442495265,2739.0,2948.0,5477.0,5771.0,,,,
2020/03/22,3228.4037741260304,6473.383753905629,385.21330685942576,850.0717972953844,54.40710541908894,6.372882402010603,3173.9966687069414,3118.0,3341.0,6316.0,6632.0,,,,
2020/03/23,3680.0054817487585,7494.78964794257,451.6017076227281,1021.4058940369405,61.6579273517136,7.25082193262466,3618.347554397045,3562.0,3799.0,7325.0,7664.0,,,,
2020/03/24,4211.138111195268,8695.1197486266,531.1326294465093,1200.3301006840293,69.94082203724003,8.282894685526422,4141.197289158028,4085.0,4338.0,8513.0,8879.0,,,,
2020/03/25,4833.935393224394,10075.865540499912,622.7972820291261,1380.7457918733126,79.43671061633252,9.495888579092494,4754.498682608061,4698.0,4971.0,9879.0,10273.0,,,,
2020/03/26,5558.696868368215,11628.961099369088,724.7614751438214,1553.0955588691759,90.35026791348163,10.913557297149111,5468.346600454734,5413.0,5705.0,11418.0,11840.0,,,,
2020/03/27,6392.759602770185,13333.667748001124,834.0627344019695,1704.7066486320364,102.90479283554252,12.554524922060892,6289.854809934643,6237.0,6550.0,13108.0,13561.0,,,,
2020/03/28,7339.193435735742,15154.631609977598,946.4338329655575,1820.9638619764737,117.33445990383694,14.429667068294421,7221.858975831905,7172.0,7508.0,14914.0,15396.0,,,,
2020/03/29,8395.541098850394,17042.071308641673,1056.3476631146514,1887.439698664075,133.8737997113708,16.53933980753385,8261.667299139022,8217.0,8575.0,16787.0,17299.0,,,,
2020/03/30,9552.904297358724,18934.84150152647,1157.3631985083302,1892.7701928847964,152.74482207970462,18.871022368333826,9400.159475279019,9362.0,9745.0,18666.0,19205.0,,,,
2020/03/31,10795.694644307998,20766.463159907828,1242.790346949274,1831.6216583813584,174.14287161115075,21.398049531446134,10621.551772696846,10593.0,10999.0,20485.0,21049.0,,,,
2020/04/01,12102.282153269687,22473.229956042564,1306.5875089616893,1706.766796134736,198.22291334874416,24.080041737593405,11904.059239920944,11887.0,12318.0,22179.0,22767.0,,,,
2020/04/02,13446.579189886275,24002.582071852485,1344.2970366165882,1529.352115809921,225.08824778079583,26.865334432051668,13221.49094210548,13220.0,13674.0,23700.0,24307.0,,,,
2020/04/03,14800.346000646574,25319.585069285647,1353.7668107602985,1317.0029974331628,254.78346561994928,29.695217839153457,14545.562535026625,14562.0,15039.0,25008.0,25633.0,,,,
2020/04/04,16135.791633941968,26409.85590953574,1335.4456332953941,1090.270840250094,287.29274720568424,32.50928158573495,15848.498886736284,15887.0,16385.0,26092.0,26729.0,,,,
2020/04/05,17427.964314720804,27278.46262881431,1292.1726807788364,868.6067192785704,322.54358502821,35.25083782252574,17105.420729692596,17169.0,17688.0,26955.0,27603.0,,,,
2020/04/06,18656.51093026025,27945.61636411716,1228.546615539446,667.153735302847,360.4149903047159,37.871405276505925,18296.095939955536,18389.0,18924.0,27619.0,28274.0,,,,
2020/04/07,19806.590773766933,28440.776731779093,1150.0798435066827,495.1603676619343,400.7485541562578,40.333563851541896,19405.842219610677,19531.0,20083.0,28111.0,28771.0,,,,
2020/04/08,20868.96056157135,28796.850502176712,1062.3697878044186,356.0737703976192,443.3605304266086,42.611976270350794,20425.600031144742,20586.0,21152.0,28465.0,29130.0,,,,
2020/04/09,21839.420132171006,29045.64758020191,970.4595705996544,248.79707802519624,488.05334753060913,44.69281710400054,21351.3667846404,21551.0,22129.0,28712.0,29380.0,,,,
2020/04/10,22717.881930252704,29215.04857348052,878.4617980816984,169.40099327861026,534.6254614929277,46.572113962318554,22183.256468759777,22423.0,23014.0,28880.0,29550.0,,,,
2020/04/11,23507.312545777466,29327.761752124734,789.4306155247614,112.71317864421508,582.8790238830961,48.25356239016844,22924.43352189437,23208.0,23809.0,28993.0,29664.0,,,,
2020/04/12,24212.728476448385,29401.24339240307,705.4159306709189,73.48164027833627,632.6253046026889,49.74628071959273,23580.103171845694,23908.0,24518.0,29066.0,29738.0,,,,
2020/04/13,24840.349529468946,29448.297737832185,627.6210530205608,47.05434542911462,683.6881141290521,51.06280952636325,24156.661415339895,24532.0,25150.0,29113.0,29785.0,,,,
2020/04/14,25396.94707492415,29477.960577096976,556.5975454552026,29.66283926479082,735.9056159660145,52.217501836962356,24661.041458958134,25086.0,25710.0,29142.0,29815.0,,,,
2020/04/15,25889.380470753535,29496.40626299687,492.4333958293864,18.44568589989285,789.1309476674437,53.22533170142924,25100.24952308609,25574.0,26204.0,29160.0,29833.0,,,,
2020/04/16,26324.292352976292,29507.741420781855,434.9118822227574,11.335157784986222,843.232026125427,54.10107845798325,25481.060326850864,26007.0,26643.0,29171.0,29845.0,,,,
2020/04/17,26707.926313729844,29514.63592550857,383.63396075355195,6.89450472671524,898.0908395782556,54.8588134528286,25809.835474151587,26388.0,27029.0,29178.0,29852.0,,,,
